year,month,category,cpi,region,period,estimatedcost,avg_wage,base_cpi,real_wage
2015,jan,Food at Home,250.441,West,Pre-COVID,350.17,47287.69,249.1335,47040.8108760746
2016,jan,Food at Home,249.584,West,Pre-COVID,348.97,48566.92,249.1335,48479.25653815949
2017,jan,Food at Home,244.028,West,Pre-COVID,341.2,49716.92,249.1335,50757.08643606471
2018,jan,Food at Home,246.729,West,Pre-COVID,344.98,50980.0,249.1335,51476.82611286066
2019,jan,Food at Home,249.31,West,Pre-COVID,348.59,,249.1335,
2020,jan,Food at Home,250.901,West,Post-COVID,350.81,,249.1335,
2021,jan,Food at Home,263.024,West,Post-COVID,367.76,,249.1335,
2022,jan,Food at Home,284.701,West,Post-COVID,398.07,,249.1335,
2023,jan,Food at Home,314.531,West,Post-COVID,439.78,,249.1335,
2024,jan,Food at Home,319.595,West,Post-COVID,446.86,,249.1335,
2025,jan,Food at Home,327.3,West,Post-COVID,457.63,,249.1335,
2015,jan,Food Away From Home,246.713,West,Pre-COVID,272.92,47287.69,250.00616666666667,47918.89404863817
2016,jan,Food Away From Home,255.149,West,Pre-COVID,282.25,48566.92,250.00616666666667,47587.995626111275
2017,jan,Food Away From Home,262.638,West,Pre-COVID,290.53,49716.92,250.00616666666667,47325.735756719645
2018,jan,Food Away From Home,271.543,West,Pre-COVID,300.38,50980.0,250.00616666666667,46936.633891010504
2019,jan,Food Away From Home,280.922,West,Pre-COVID,310.76,,250.00616666666667,
2020,jan,Food Away From Home,292.149,West,Post-COVID,323.18,,250.00616666666667,
2021,jan,Food Away From Home,305.392,West,Post-COVID,337.83,,250.00616666666667,
2022,jan,Food Away From Home,324.676,West,Post-COVID,359.16,,250.00616666666667,
2023,jan,Food Away From Home,352.467,West,Post-COVID,389.9,,250.00616666666667,
2024,jan,Food Away From Home,371.193,West,Post-COVID,410.62,,250.00616666666667,
2025,jan,Food Away From Home,385.849,West,Post-COVID,426.83,,250.00616666666667,
2015,jan,Energy,214.552,West,Pre-COVID,299.83,47287.69,239.35733333333334,52754.83508843234
2016,jan,Energy,218.529,West,Pre-COVID,305.39,48566.92,239.35733333333334,53195.907451245985
2017,jan,Energy,228.035,West,Pre-COVID,318.68,49716.92,239.35733333333334,52185.451324343485
2018,jan,Energy,244.32,West,Pre-COVID,341.43,50980.0,239.35733333333334,49944.48613839773
2019,jan,Energy,248.473,West,Pre-COVID,347.24,,239.35733333333334,
2020,jan,Energy,263.417,West,Post-COVID,368.12,,239.35733333333334,
2021,jan,Energy,252.23,West,Post-COVID,352.49,,239.35733333333334,
2022,jan,Energy,328.641,West,Post-COVID,459.27,,239.35733333333334,
2023,jan,Energy,355.921,West,Post-COVID,497.39,,239.35733333333334,
2024,jan,Energy,352.784,West,Post-COVID,493.01,,239.35733333333334,
2025,jan,Energy,343.815,West,Post-COVID,480.48,,239.35733333333334,
2015,jan,Shelter,282.147,West,Pre-COVID,1524.58,47287.69,287.7921666666667,48233.81698817165
2016,jan,Shelter,295.183,West,Pre-COVID,1595.02,48566.92,287.7921666666667,47350.89464883366
2017,jan,Shelter,310.723,West,Pre-COVID,1678.99,49716.92,287.7921666666667,46047.89515675805
2018,jan,Shelter,324.386,West,Pre-COVID,1752.82,50980.0,287.7921666666667,45228.96998226393
2019,jan,Shelter,337.955,West,Pre-COVID,1826.14,,287.7921666666667,
2020,jan,Shelter,351.875,West,Post-COVID,1901.36,,287.7921666666667,
2021,jan,Shelter,357.04,West,Post-COVID,1929.27,,287.7921666666667,
2022,jan,Shelter,374.169,West,Post-COVID,2021.82,,287.7921666666667,
2023,jan,Shelter,403.199,West,Post-COVID,2178.69,,287.7921666666667,
2024,jan,Shelter,422.948,West,Post-COVID,2285.4,,287.7921666666667,
2025,jan,Shelter,436.72,West,Post-COVID,2359.82,,287.7921666666667,
2015,jan,Medical Care,447.286,West,Pre-COVID,418.42,47287.69,453.81483333333335,47977.92722345062
2016,jan,Medical Care,460.641,West,Pre-COVID,430.91,48566.92,453.81483333333335,47847.21443665095
2017,jan,Medical Care,476.005,West,Pre-COVID,445.28,49716.92,453.81483333333335,47399.24110806959
2018,jan,Medical Care,487.607,West,Pre-COVID,456.14,50980.0,453.81483333333335,47446.98128479151
2019,jan,Medical Care,502.208,West,Pre-COVID,469.79,,453.81483333333335,
2020,jan,Medical Care,533.905,West,Post-COVID,499.44,,453.81483333333335,
2021,jan,Medical Care,539.245,West,Post-COVID,504.44,,453.81483333333335,
2022,jan,Medical Care,555.913,West,Post-COVID,520.03,,453.81483333333335,
2023,jan,Medical Care,576.065,West,Post-COVID,538.88,,453.81483333333335,
2024,jan,Medical Care,599.698,West,Post-COVID,560.99,,453.81483333333335,
2025,jan,Medical Care,616.645,West,Post-COVID,576.84,,453.81483333333335,
2015,feb,Food at Home,249.628,West,Pre-COVID,350.17,47287.69,249.1335,47194.015561615684
2016,feb,Food at Home,250.045,West,Pre-COVID,350.75,48566.92,249.1335,48389.87687744206
2017,feb,Food at Home,245.268,West,Pre-COVID,344.05,49716.92,249.1335,50500.474129605165
2018,feb,Food at Home,245.834,West,Pre-COVID,344.84,50980.0,249.1335,51664.236151223995
2019,feb,Food at Home,250.208,West,Pre-COVID,350.98,,249.1335,
2020,feb,Food at Home,253.013,West,Post-COVID,354.91,,249.1335,
2021,feb,Food at Home,263.956,West,Post-COVID,370.27,,249.1335,
2022,feb,Food at Home,288.722,West,Post-COVID,405.01,,249.1335,
2023,feb,Food at Home,316.268,West,Post-COVID,443.65,,249.1335,
2024,feb,Food at Home,319.779,West,Post-COVID,448.57,,249.1335,
2025,feb,Food at Home,328.066,West,Post-COVID,460.2,,249.1335,
2015,feb,Food Away From Home,247.524,West,Pre-COVID,272.92,47287.69,250.00616666666667,47761.890190129714
2016,feb,Food Away From Home,255.841,West,Pre-COVID,282.09,48566.92,250.00616666666667,47459.279380578824
2017,feb,Food Away From Home,263.827,West,Pre-COVID,290.89,49716.92,250.00616666666667,47112.45091546101
2018,feb,Food Away From Home,272.39,West,Pre-COVID,300.33,50980.0,250.00616666666667,46790.683860151505
2019,feb,Food Away From Home,281.872,West,Pre-COVID,310.79,,250.00616666666667,
2020,feb,Food Away From Home,293.38,West,Post-COVID,323.48,,250.00616666666667,
2021,feb,Food Away From Home,306.955,West,Post-COVID,338.44,,250.00616666666667,
2022,feb,Food Away From Home,326.611,West,Post-COVID,360.12,,250.00616666666667,
2023,feb,Food Away From Home,355.544,West,Post-COVID,392.02,,250.00616666666667,
2024,feb,Food Away From Home,371.29,West,Post-COVID,409.38,,250.00616666666667,
2025,feb,Food Away From Home,387.421,West,Post-COVID,427.17,,250.00616666666667,
2015,feb,Energy,220.63,West,Pre-COVID,299.83,47287.69,239.35733333333334,51301.52462445422
2016,feb,Energy,205.191,West,Pre-COVID,278.85,48566.92,239.35733333333334,56653.79309722811
2017,feb,Energy,230.081,West,Pre-COVID,312.68,49716.92,239.35733333333334,51721.39113071773
2018,feb,Energy,249.957,West,Pre-COVID,339.69,50980.0,239.35733333333334,48818.144134124406
2019,feb,Energy,244.834,West,Pre-COVID,332.73,,239.35733333333334,
2020,feb,Energy,260.843,West,Post-COVID,354.48,,239.35733333333334,
2021,feb,Energy,261.331,West,Post-COVID,355.15,,239.35733333333334,
2022,feb,Energy,331.185,West,Post-COVID,450.08,,239.35733333333334,
2023,feb,Energy,354.104,West,Post-COVID,481.22,,239.35733333333334,
2024,feb,Energy,356.324,West,Post-COVID,484.24,,239.35733333333334,
2025,feb,Energy,354.457,West,Post-COVID,481.7,,239.35733333333334,
2015,feb,Shelter,283.426,West,Pre-COVID,1524.58,47287.69,287.7921666666667,48016.155051977126
2016,feb,Shelter,296.707,West,Pre-COVID,1596.02,48566.92,287.7921666666667,47107.68244472381
2017,feb,Shelter,312.523,West,Pre-COVID,1681.1,49716.92,287.7921666666667,45782.67880057894
2018,feb,Shelter,325.619,West,Pre-COVID,1751.54,50980.0,287.7921666666667,45057.70442347242
2019,feb,Shelter,339.427,West,Pre-COVID,1825.82,,287.7921666666667,
2020,feb,Shelter,353.541,West,Post-COVID,1901.74,,287.7921666666667,
2021,feb,Shelter,357.67,West,Post-COVID,1923.95,,287.7921666666667,
2022,feb,Shelter,376.28,West,Post-COVID,2024.06,,287.7921666666667,
2023,feb,Shelter,406.18,West,Post-COVID,2184.89,,287.7921666666667,
2024,feb,Shelter,424.77,West,Post-COVID,2284.89,,287.7921666666667,
2025,feb,Shelter,438.028,West,Post-COVID,2356.21,,287.7921666666667,
2015,feb,Medical Care,449.719,West,Pre-COVID,418.42,47287.69,453.81483333333335,47718.36448108338
2016,feb,Medical Care,466.39,West,Pre-COVID,433.93,48566.92,453.81483333333335,47257.42126828049
2017,feb,Medical Care,474.386,West,Pre-COVID,441.37,49716.92,453.81483333333335,47561.00678276059
2018,feb,Medical Care,488.655,West,Pre-COVID,454.64,50980.0,453.81483333333335,47345.22352852899
2019,feb,Medical Care,502.117,West,Pre-COVID,467.17,,453.81483333333335,
2020,feb,Medical Care,533.413,West,Post-COVID,496.29,,453.81483333333335,
2021,feb,Medical Care,539.796,West,Post-COVID,502.22,,453.81483333333335,
2022,feb,Medical Care,561.235,West,Post-COVID,522.17,,453.81483333333335,
2023,feb,Medical Care,570.411,West,Post-COVID,530.71,,453.81483333333335,
2024,feb,Medical Care,601.871,West,Post-COVID,559.98,,453.81483333333335,
2025,feb,Medical Care,619.282,West,Post-COVID,576.18,,453.81483333333335,
2015,mar,Food at Home,247.781,West,Pre-COVID,350.17,47287.69,249.1335,47545.80745341653
2016,mar,Food at Home,247.901,West,Pre-COVID,350.34,48566.92,249.1335,48808.3822325041
2017,mar,Food at Home,246.208,West,Pre-COVID,347.94,49716.92,249.1335,50307.66786140174
2018,mar,Food at Home,246.683,West,Pre-COVID,348.61,50980.0,249.1335,51486.425209682064
2019,mar,Food at Home,250.581,West,Pre-COVID,354.12,,249.1335,
2020,mar,Food at Home,254.483,West,Post-COVID,359.64,,249.1335,
2021,mar,Food at Home,264.033,West,Post-COVID,373.13,,249.1335,
2022,mar,Food at Home,293.496,West,Post-COVID,414.77,,249.1335,
2023,mar,Food at Home,315.503,West,Post-COVID,445.87,,249.1335,
2024,mar,Food at Home,319.813,West,Post-COVID,451.96,,249.1335,
2025,mar,Food at Home,330.443,West,Post-COVID,466.99,,249.1335,
2015,mar,Food Away From Home,248.05,West,Pre-COVID,272.92,47287.69,250.00616666666667,47660.60918130082
2016,mar,Food Away From Home,256.275,West,Pre-COVID,281.97,48566.92,250.00616666666667,47378.90740808377
2017,mar,Food Away From Home,264.355,West,Pre-COVID,290.86,49716.92,250.00616666666667,47018.35254742044
2018,mar,Food Away From Home,273.346,West,Pre-COVID,300.75,50980.0,250.00616666666667,46627.03817384073
2019,mar,Food Away From Home,282.618,West,Pre-COVID,310.95,,250.00616666666667,
2020,mar,Food Away From Home,293.552,West,Post-COVID,322.98,,250.00616666666667,
2021,mar,Food Away From Home,307.658,West,Post-COVID,338.5,,250.00616666666667,
2022,mar,Food Away From Home,325.535,West,Post-COVID,358.17,,250.00616666666667,
2023,mar,Food Away From Home,357.253,West,Post-COVID,393.07,,250.00616666666667,
2024,mar,Food Away From Home,372.804,West,Post-COVID,410.18,,250.00616666666667,
2025,mar,Food Away From Home,388.758,West,Post-COVID,427.73,,250.00616666666667,
2015,mar,Energy,241.612,West,Pre-COVID,299.83,47287.69,239.35733333333334,46846.41233834965
2016,mar,Energy,210.052,West,Pre-COVID,260.67,48566.92,239.35733333333334,55342.71732434509
2017,mar,Energy,234.283,West,Pre-COVID,290.74,49716.92,239.35733333333334,50793.738311130845
2018,mar,Energy,252.436,West,Pre-COVID,313.27,50980.0,239.35733333333334,48338.73478162121
2019,mar,Energy,251.002,West,Pre-COVID,311.49,,239.35733333333334,
2020,mar,Energy,253.65,West,Post-COVID,314.77,,239.35733333333334,
2021,mar,Energy,280.792,West,Post-COVID,348.45,,239.35733333333334,
2022,mar,Energy,374.648,West,Post-COVID,464.93,,239.35733333333334,
2023,mar,Energy,358.631,West,Post-COVID,445.05,,239.35733333333334,
2024,mar,Energy,371.03,West,Post-COVID,460.44,,239.35733333333334,
2025,mar,Energy,354.915,West,Post-COVID,440.44,,239.35733333333334,
2015,mar,Shelter,284.398,West,Pre-COVID,1524.58,47287.69,287.7921666666667,47852.04805153928
2016,mar,Shelter,297.777,West,Pre-COVID,1596.3,48566.92,287.7921666666667,46938.41074067731
2017,mar,Shelter,313.379,West,Pre-COVID,1679.94,49716.92,287.7921666666667,45657.622644763476
2018,mar,Shelter,326.804,West,Pre-COVID,1751.91,50980.0,287.7921666666667,44894.323988282486
2019,mar,Shelter,340.834,West,Pre-COVID,1827.12,,287.7921666666667,
2020,mar,Shelter,353.446,West,Post-COVID,1894.73,,287.7921666666667,
2021,mar,Shelter,358.434,West,Post-COVID,1921.47,,287.7921666666667,
2022,mar,Shelter,378.224,West,Post-COVID,2027.56,,287.7921666666667,
2023,mar,Shelter,409.093,West,Post-COVID,2193.04,,287.7921666666667,
2024,mar,Shelter,427.898,West,Post-COVID,2293.85,,287.7921666666667,
2025,mar,Shelter,440.474,West,Post-COVID,2361.27,,287.7921666666667,
2015,mar,Medical Care,450.675,West,Pre-COVID,418.42,47287.69,453.81483333333335,47617.14130153289
2016,mar,Medical Care,464.715,West,Pre-COVID,431.45,48566.92,453.81483333333335,47427.75401119683
2017,mar,Medical Care,475.647,West,Pre-COVID,441.6,49716.92,453.81483333333335,47434.91657394384
2018,mar,Medical Care,491.089,West,Pre-COVID,455.94,50980.0,453.81483333333335,47110.564894211304
2019,mar,Medical Care,503.464,West,Pre-COVID,467.43,,453.81483333333335,
2020,mar,Medical Care,536.698,West,Post-COVID,498.28,,453.81483333333335,
2021,mar,Medical Care,541.39,West,Post-COVID,502.64,,453.81483333333335,
2022,mar,Medical Care,562.215,West,Post-COVID,521.97,,453.81483333333335,
2023,mar,Medical Care,574.691,West,Post-COVID,533.56,,453.81483333333335,
2024,mar,Medical Care,601.396,West,Post-COVID,558.35,,453.81483333333335,
2025,mar,Medical Care,628.456,West,Post-COVID,583.47,,453.81483333333335,
2015,apr,Food at Home,247.676,West,Pre-COVID,350.17,47287.69,249.1335,47565.964068440226
2016,apr,Food at Home,247.623,West,Pre-COVID,350.09,48566.92,249.1335,48863.17815316025
2017,apr,Food at Home,246.511,West,Pre-COVID,348.52,49716.92,249.1335,50245.83198648336
2018,apr,Food at Home,246.843,West,Pre-COVID,348.99,50980.0,249.1335,51453.05246654756
2019,apr,Food at Home,250.761,West,Pre-COVID,354.53,,249.1335,
2020,apr,Food at Home,261.197,West,Post-COVID,369.28,,249.1335,
2021,apr,Food at Home,266.73,West,Post-COVID,377.11,,249.1335,
2022,apr,Food at Home,296.397,West,Post-COVID,419.05,,249.1335,
2023,apr,Food at Home,314.637,West,Post-COVID,444.84,,249.1335,
2024,apr,Food at Home,320.076,West,Post-COVID,452.53,,249.1335,
2025,apr,Food at Home,329.742,West,Post-COVID,466.19,,249.1335,
2015,apr,Food Away From Home,248.779,West,Pre-COVID,272.92,47287.69,250.00616666666667,47520.94874334919
2016,apr,Food Away From Home,256.965,West,Pre-COVID,281.9,48566.92,250.00616666666667,47251.68601173961
2017,apr,Food Away From Home,265.522,West,Pre-COVID,291.28,49716.92,250.00616666666667,46811.7014321726
2018,apr,Food Away From Home,274.576,West,Pre-COVID,301.22,50980.0,250.00616666666667,46418.16610580191
2019,apr,Food Away From Home,284.01,West,Pre-COVID,311.57,,250.00616666666667,
2020,apr,Food Away From Home,294.153,West,Post-COVID,322.69,,250.00616666666667,
2021,apr,Food Away From Home,308.522,West,Post-COVID,338.46,,250.00616666666667,
2022,apr,Food Away From Home,327.934,West,Post-COVID,359.75,,250.00616666666667,
2023,apr,Food Away From Home,359.175,West,Post-COVID,394.02,,250.00616666666667,
2024,apr,Food Away From Home,374.678,West,Post-COVID,411.03,,250.00616666666667,
2025,apr,Food Away From Home,391.126,West,Post-COVID,429.07,,250.00616666666667,
2015,apr,Energy,238.975,West,Pre-COVID,299.83,47287.69,239.35733333333334,47363.34502727622
2016,apr,Energy,220.077,West,Pre-COVID,276.12,48566.92,239.35733333333334,52821.73266362833
2017,apr,Energy,237.732,West,Pre-COVID,298.27,49716.92,239.35733333333334,50056.826143500526
2018,apr,Energy,263.443,West,Pre-COVID,330.53,50980.0,239.35733333333334,46319.07795361173
2019,apr,Energy,272.448,West,Pre-COVID,341.83,,239.35733333333334,
2020,apr,Energy,233.488,West,Post-COVID,292.95,,239.35733333333334,
2021,apr,Energy,287.601,West,Post-COVID,360.84,,239.35733333333334,
2022,apr,Energy,378.794,West,Post-COVID,475.26,,239.35733333333334,
2023,apr,Energy,359.985,West,Post-COVID,451.66,,239.35733333333334,
2024,apr,Energy,385.035,West,Post-COVID,483.09,,239.35733333333334,
2025,apr,Energy,363.17,West,Post-COVID,455.66,,239.35733333333334,
2015,apr,Shelter,285.244,West,Pre-COVID,1524.58,47287.69,287.7921666666667,47710.124531144094
2016,apr,Shelter,298.069,West,Pre-COVID,1593.13,48566.92,287.7921666666667,46892.42804560913
2017,apr,Shelter,314.096,West,Pre-COVID,1678.79,49716.92,287.7921666666667,45553.39809100827
2018,apr,Shelter,327.549,West,Pre-COVID,1750.7,50980.0,287.7921666666667,44792.21324646593
2019,apr,Shelter,342.714,West,Pre-COVID,1831.75,,287.7921666666667,
2020,apr,Shelter,354.156,West,Post-COVID,1892.91,,287.7921666666667,
2021,apr,Shelter,360.206,West,Post-COVID,1925.24,,287.7921666666667,
2022,apr,Shelter,380.733,West,Post-COVID,2034.96,,287.7921666666667,
2023,apr,Shelter,409.741,West,Post-COVID,2190.0,,287.7921666666667,
2024,apr,Shelter,429.234,West,Post-COVID,2294.19,,287.7921666666667,
2025,apr,Shelter,441.834,West,Post-COVID,2361.53,,287.7921666666667,
2015,apr,Medical Care,456.01,West,Pre-COVID,418.42,47287.69,453.81483333333335,47060.05384984614
2016,apr,Medical Care,466.222,West,Pre-COVID,427.79,48566.92,453.81483333333335,47274.450166043935
2017,apr,Medical Care,476.828,West,Pre-COVID,437.52,49716.92,453.81483333333335,47317.430527667566
2018,apr,Medical Care,491.184,West,Pre-COVID,450.69,50980.0,453.81483333333335,47101.45323001835
2019,apr,Medical Care,507.429,West,Pre-COVID,465.6,,453.81483333333335,
2020,apr,Medical Care,535.571,West,Post-COVID,491.42,,453.81483333333335,
2021,apr,Medical Care,544.218,West,Post-COVID,499.35,,453.81483333333335,
2022,apr,Medical Care,563.983,West,Post-COVID,517.49,,453.81483333333335,
2023,apr,Medical Care,577.995,West,Post-COVID,530.35,,453.81483333333335,
2024,apr,Medical Care,603.789,West,Post-COVID,554.01,,453.81483333333335,
2025,apr,Medical Care,630.931,West,Post-COVID,578.92,,453.81483333333335,
2015,may,Food at Home,247.018,West,Pre-COVID,350.17,47287.69,249.1335,47692.66902256112
2016,may,Food at Home,247.094,West,Pre-COVID,350.27,48566.92,249.1335,48967.78863031882
2017,may,Food at Home,246.228,West,Pre-COVID,349.05,49716.92,249.1335,50303.58159437594
2018,may,Food at Home,246.051,West,Pre-COVID,348.8,50980.0,249.1335,51618.6718607118
2019,may,Food at Home,251.223,West,Pre-COVID,356.13,,249.1335,
2020,may,Food at Home,262.813,West,Post-COVID,372.56,,249.1335,
2021,may,Food at Home,268.142,West,Post-COVID,380.11,,249.1335,
2022,may,Food at Home,299.993,West,Post-COVID,425.26,,249.1335,
2023,may,Food at Home,315.105,West,Post-COVID,446.69,,249.1335,
2024,may,Food at Home,321.106,West,Post-COVID,455.19,,249.1335,
2025,may,Food at Home,330.088,West,Post-COVID,467.92,,249.1335,
2015,may,Food Away From Home,249.196,West,Pre-COVID,272.92,47287.69,250.00616666666667,47441.42806233514
2016,may,Food Away From Home,257.433,West,Pre-COVID,281.94,48566.92,250.00616666666667,47165.78486832173
2017,may,Food Away From Home,265.849,West,Pre-COVID,291.15,49716.92,250.00616666666667,46754.122030450875
2018,may,Food Away From Home,275.231,West,Pre-COVID,301.43,50980.0,250.00616666666667,46307.699265949945
2019,may,Food Away From Home,284.595,West,Pre-COVID,311.69,,250.00616666666667,
2020,may,Food Away From Home,295.501,West,Post-COVID,323.63,,250.00616666666667,
2021,may,Food Away From Home,310.095,West,Post-COVID,339.61,,250.00616666666667,
2022,may,Food Away From Home,331.529,West,Post-COVID,363.09,,250.00616666666667,
2023,may,Food Away From Home,360.635,West,Post-COVID,394.96,,250.00616666666667,
2024,may,Food Away From Home,375.619,West,Post-COVID,411.37,,250.00616666666667,
2025,may,Food Away From Home,392.219,West,Post-COVID,429.55,,250.00616666666667,
2015,may,Energy,261.834,West,Pre-COVID,299.83,47287.69,239.35733333333334,43228.36368803644
2016,may,Energy,228.495,West,Pre-COVID,261.66,48566.92,239.35733333333334,50875.7235800054
2017,may,Energy,242.54,West,Pre-COVID,277.74,49716.92,239.35733333333334,49064.52293537836
2018,may,Energy,273.252,West,Pre-COVID,312.91,50980.0,239.35733333333334,44656.34964550427
2019,may,Energy,284.955,West,Pre-COVID,326.31,,239.35733333333334,
2020,may,Energy,231.664,West,Post-COVID,265.28,,239.35733333333334,
2021,may,Energy,296.918,West,Post-COVID,340.01,,239.35733333333334,
2022,may,Energy,390.935,West,Post-COVID,447.67,,239.35733333333334,
2023,may,Energy,362.956,West,Post-COVID,415.63,,239.35733333333334,
2024,may,Energy,382.721,West,Post-COVID,438.26,,239.35733333333334,
2025,may,Energy,365.558,West,Post-COVID,418.61,,239.35733333333334,
2015,may,Shelter,286.077,West,Pre-COVID,1524.58,47287.69,287.7921666666667,47571.202025194856
2016,may,Shelter,299.726,West,Pre-COVID,1597.32,48566.92,287.7921666666667,46633.1887628256
2017,may,Shelter,314.833,West,Pre-COVID,1677.83,49716.92,287.7921666666667,45446.761066321924
2018,may,Shelter,329.057,West,Pre-COVID,1753.64,50980.0,287.7921666666667,44586.93982096313
2019,may,Shelter,343.752,West,Pre-COVID,1831.95,,287.7921666666667,
2020,may,Shelter,354.997,West,Post-COVID,1891.88,,287.7921666666667,
2021,may,Shelter,361.317,West,Post-COVID,1925.56,,287.7921666666667,
2022,may,Shelter,382.726,West,Post-COVID,2039.65,,287.7921666666667,
2023,may,Shelter,411.217,West,Post-COVID,2191.49,,287.7921666666667,
2024,may,Shelter,430.072,West,Post-COVID,2291.97,,287.7921666666667,
2025,may,Shelter,443.685,West,Post-COVID,2364.52,,287.7921666666667,
2015,may,Medical Care,455.768,West,Pre-COVID,418.42,47287.69,453.81483333333335,47085.04141595798
2016,may,Medical Care,468.86,West,Pre-COVID,430.44,48566.92,453.81483333333335,47008.46458497917
2017,may,Medical Care,476.778,West,Pre-COVID,437.7,49716.92,453.81483333333335,47322.39273550094
2018,may,Medical Care,493.298,West,Pre-COVID,452.87,50980.0,453.81483333333335,46899.602681002834
2019,may,Medical Care,507.396,West,Pre-COVID,465.81,,453.81483333333335,
2020,may,Medical Care,538.722,West,Post-COVID,494.57,,453.81483333333335,
2021,may,Medical Care,542.235,West,Post-COVID,497.8,,453.81483333333335,
2022,may,Medical Care,566.873,West,Post-COVID,520.42,,453.81483333333335,
2023,may,Medical Care,581.914,West,Post-COVID,534.22,,453.81483333333335,
2024,may,Medical Care,607.285,West,Post-COVID,557.52,,453.81483333333335,
2025,may,Medical Care,634.178,West,Post-COVID,582.21,,453.81483333333335,
2015,jun,Food at Home,247.781,West,Pre-COVID,350.17,47287.69,249.1335,47545.80745341653
2016,jun,Food at Home,246.086,West,Pre-COVID,347.77,48566.92,249.1335,49168.36700917565
2017,jun,Food at Home,244.962,West,Pre-COVID,346.18,49716.92,249.1335,50563.55797560438
2018,jun,Food at Home,244.882,West,Pre-COVID,346.07,50980.0,249.1335,51865.08534722846
2019,jun,Food at Home,250.038,West,Pre-COVID,353.36,,249.1335,
2020,jun,Food at Home,264.126,West,Post-COVID,373.27,,249.1335,
2021,jun,Food at Home,269.676,West,Post-COVID,381.11,,249.1335,
2022,jun,Food at Home,304.172,West,Post-COVID,429.86,,249.1335,
2023,jun,Food at Home,316.652,West,Post-COVID,447.5,,249.1335,
2024,jun,Food at Home,320.676,West,Post-COVID,453.18,,249.1335,
2025,jun,Food at Home,330.294,West,Post-COVID,466.77,,249.1335,
2015,jun,Food Away From Home,249.537,West,Pre-COVID,272.92,47287.69,250.00616666666667,47376.597888977056
2016,jun,Food Away From Home,258.137,West,Pre-COVID,282.32,48566.92,250.00616666666667,47037.1527367509
2017,jun,Food Away From Home,266.125,West,Pre-COVID,291.06,49716.92,250.00616666666667,46705.633020848596
2018,jun,Food Away From Home,275.616,West,Pre-COVID,301.44,50980.0,250.00616666666667,46243.01338335462
2019,jun,Food Away From Home,284.858,West,Pre-COVID,311.55,,250.00616666666667,
2020,jun,Food Away From Home,298.074,West,Post-COVID,326.0,,250.00616666666667,
2021,jun,Food Away From Home,312.352,West,Post-COVID,341.62,,250.00616666666667,
2022,jun,Food Away From Home,336.151,West,Post-COVID,367.65,,250.00616666666667,
2023,jun,Food Away From Home,360.841,West,Post-COVID,394.65,,250.00616666666667,
2024,jun,Food Away From Home,377.964,West,Post-COVID,413.38,,250.00616666666667,
2025,jun,Food Away From Home,393.62,West,Post-COVID,430.5,,250.00616666666667,
2015,jun,Energy,259.758,West,Pre-COVID,299.83,47287.69,239.35733333333334,43573.847111131654
2016,jun,Energy,232.755,West,Pre-COVID,268.66,48566.92,239.35733333333334,49944.57029672116
2017,jun,Energy,241.71,West,Pre-COVID,279.0,49716.92,239.35733333333334,49233.00398306511
2018,jun,Energy,275.62,West,Pre-COVID,318.14,50980.0,239.35733333333334,44272.682872553996
2019,jun,Energy,277.892,West,Pre-COVID,320.77,,239.35733333333334,
2020,jun,Energy,240.961,West,Post-COVID,278.14,,239.35733333333334,
2021,jun,Energy,301.487,West,Post-COVID,348.0,,239.35733333333334,
2022,jun,Energy,411.874,West,Post-COVID,475.42,,239.35733333333334,
2023,jun,Energy,365.261,West,Post-COVID,421.61,,239.35733333333334,
2024,jun,Energy,368.735,West,Post-COVID,425.62,,239.35733333333334,
2025,jun,Energy,362.354,West,Post-COVID,418.26,,239.35733333333334,
2015,jun,Shelter,286.858,West,Pre-COVID,1524.58,47287.69,287.7921666666667,47441.68460270122
2016,jun,Shelter,300.867,West,Pre-COVID,1599.04,48566.92,287.7921666666667,46456.33829940361
2017,jun,Shelter,315.895,West,Pre-COVID,1678.91,49716.92,287.7921666666667,45293.97466497834
2018,jun,Shelter,330.401,West,Pre-COVID,1756.0,50980.0,287.7921666666667,44405.56976724243
2019,jun,Shelter,345.131,West,Pre-COVID,1834.29,,287.7921666666667,
2020,jun,Shelter,355.083,West,Post-COVID,1887.18,,287.7921666666667,
2021,jun,Shelter,362.727,West,Post-COVID,1927.81,,287.7921666666667,
2022,jun,Shelter,385.252,West,Post-COVID,2047.52,,287.7921666666667,
2023,jun,Shelter,412.895,West,Post-COVID,2194.44,,287.7921666666667,
2024,jun,Shelter,429.865,West,Post-COVID,2284.63,,287.7921666666667,
2025,jun,Shelter,444.457,West,Post-COVID,2362.19,,287.7921666666667,
2015,jun,Medical Care,453.453,West,Pre-COVID,418.42,47287.69,453.81483333333335,47325.423265626945
2016,jun,Medical Care,469.404,West,Pre-COVID,433.14,48566.92,453.81483333333335,46953.985703814484
2017,jun,Medical Care,476.913,West,Pre-COVID,440.06,49716.92,453.81483333333335,47308.997162263695
2018,jun,Medical Care,496.224,West,Pre-COVID,457.88,50980.0,453.81483333333335,46623.05773870941
2019,jun,Medical Care,507.872,West,Pre-COVID,468.63,,453.81483333333335,
2020,jun,Medical Care,540.943,West,Post-COVID,499.15,,453.81483333333335,
2021,jun,Medical Care,540.688,West,Post-COVID,498.91,,453.81483333333335,
