year,month,category,cpi,region,period,estimatedcost,avg_wage,base_cpi,real_wage
2015,apr,Energy,194.29,Midwest,Pre-COVID,275.83,44357.5,195.657,44669.593790210514
2016,apr,Energy,178.323,Midwest,Pre-COVID,253.16,45647.5,195.657,50084.69410844367
2017,apr,Energy,195.496,Midwest,Pre-COVID,277.55,46655.0,195.657,46693.42255084503
2018,apr,Energy,205.87,Midwest,Pre-COVID,292.27,47865.0,195.657,45490.46633798027
2019,apr,Energy,209.577,Midwest,Pre-COVID,297.54,,195.657,
2020,apr,Energy,159.976,Midwest,Post-COVID,227.12,,195.657,
2021,apr,Energy,217.17,Midwest,Post-COVID,308.32,,195.657,
2022,apr,Energy,275.275,Midwest,Post-COVID,390.81,,195.657,
2023,apr,Energy,263.178,Midwest,Post-COVID,373.63,,195.657,
2024,apr,Energy,263.114,Midwest,Post-COVID,373.54,,195.657,
2025,apr,Energy,254.743,Midwest,Post-COVID,361.66,,195.657,
2015,apr,Shelter,247.83,Midwest,Pre-COVID,1375.17,44357.5,249.12075000000002,44588.52305259654
2016,apr,Shelter,254.693,Midwest,Pre-COVID,1413.25,45647.5,249.12075000000002,44648.81027599895
2017,apr,Shelter,261.077,Midwest,Pre-COVID,1448.67,46655.0,249.12075000000002,44518.39339064721
2018,apr,Shelter,269.145,Midwest,Pre-COVID,1493.44,47865.0,249.12075000000002,44303.86854204983
2019,apr,Shelter,278.535,Midwest,Pre-COVID,1545.54,,249.12075000000002,
2020,apr,Shelter,284.083,Midwest,Post-COVID,1576.33,,249.12075000000002,
2021,apr,Shelter,291.656,Midwest,Post-COVID,1618.35,,249.12075000000002,
2022,apr,Shelter,305.815,Midwest,Post-COVID,1696.92,,249.12075000000002,
2023,apr,Shelter,327.503,Midwest,Post-COVID,1817.26,,249.12075000000002,
2024,apr,Shelter,347.648,Midwest,Post-COVID,1929.04,,249.12075000000002,
2025,apr,Shelter,364.335,Midwest,Post-COVID,2021.63,,249.12075000000002,
2015,apr,Medical Care,452.309,Midwest,Pre-COVID,399.58,44357.5,451.846,44312.09404411586
2016,apr,Medical Care,465.161,Midwest,Pre-COVID,410.94,45647.5,451.846,44340.86323874959
2017,apr,Medical Care,479.011,Midwest,Pre-COVID,423.17,46655.0,451.846,44009.16707549513
2018,apr,Medical Care,482.487,Midwest,Pre-COVID,426.24,47865.0,451.846,44825.26739580548
2019,apr,Medical Care,487.594,Midwest,Pre-COVID,430.76,,451.846,
2020,apr,Medical Care,513.998,Midwest,Post-COVID,454.08,,451.846,
2021,apr,Medical Care,523.738,Midwest,Post-COVID,462.69,,451.846,
2022,apr,Medical Care,535.17,Midwest,Post-COVID,472.79,,451.846,
2023,apr,Medical Care,543.066,Midwest,Post-COVID,479.76,,451.846,
2024,apr,Medical Care,554.309,Midwest,Post-COVID,489.69,,451.846,
2025,apr,Medical Care,562.106,Midwest,Post-COVID,496.58,,451.846,
2015,may,Food at Home,228.729,Midwest,Pre-COVID,324.75,44357.5,230.04600000000002,44612.90629959472
2016,may,Food at Home,227.107,Midwest,Pre-COVID,322.45,45647.5,230.04600000000002,46238.225968376144
2017,may,Food at Home,226.674,Midwest,Pre-COVID,321.83,46655.0,230.04600000000002,47349.039281082085
2018,may,Food at Home,226.522,Midwest,Pre-COVID,321.62,47865.0,230.04600000000002,48609.63522306884
2019,may,Food at Home,228.0,Midwest,Pre-COVID,323.71,,230.04600000000002,
2020,may,Food at Home,238.881,Midwest,Post-COVID,339.16,,230.04600000000002,
2021,may,Food at Home,238.169,Midwest,Post-COVID,338.15,,230.04600000000002,
2022,may,Food at Home,271.278,Midwest,Post-COVID,385.16,,230.04600000000002,
2023,may,Food at Home,288.196,Midwest,Post-COVID,409.18,,230.04600000000002,
2024,may,Food at Home,289.396,Midwest,Post-COVID,410.89,,230.04600000000002,
2025,may,Food at Home,295.1,Midwest,Post-COVID,418.98,,230.04600000000002,
2015,may,Food Away From Home,254.137,Midwest,Pre-COVID,254.17,44357.5,254.83616666666668,44479.53372754328
2016,may,Food Away From Home,261.47,Midwest,Pre-COVID,261.5,45647.5,254.83616666666668,44489.36366664117
2017,may,Food Away From Home,265.048,Midwest,Pre-COVID,265.08,46655.0,254.83616666666668,44857.46489629551
2018,may,Food Away From Home,271.536,Midwest,Pre-COVID,271.57,47865.0,254.83616666666668,44921.23739577809
2019,may,Food Away From Home,278.434,Midwest,Pre-COVID,278.47,,254.83616666666668,
2020,may,Food Away From Home,282.357,Midwest,Post-COVID,282.39,,254.83616666666668,
2021,may,Food Away From Home,296.906,Midwest,Post-COVID,296.94,,254.83616666666668,
2022,may,Food Away From Home,323.169,Midwest,Post-COVID,323.21,,254.83616666666668,
2023,may,Food Away From Home,348.483,Midwest,Post-COVID,348.52,,254.83616666666668,
2024,may,Food Away From Home,360.325,Midwest,Post-COVID,360.37,,254.83616666666668,
2025,may,Food Away From Home,373.201,Midwest,Post-COVID,373.24,,254.83616666666668,
2015,may,Energy,202.549,Midwest,Pre-COVID,275.83,44357.5,195.657,42848.17687325043
2016,may,Energy,186.465,Midwest,Pre-COVID,253.93,45647.5,195.657,47897.74438902744
2017,may,Energy,194.062,Midwest,Pre-COVID,264.28,46655.0,195.657,47038.45850810566
2018,may,Energy,216.074,Midwest,Pre-COVID,294.25,47865.0,195.657,43342.198992011996
2019,may,Energy,212.344,Midwest,Pre-COVID,289.17,,195.657,
2020,may,Energy,170.732,Midwest,Post-COVID,232.5,,195.657,
2021,may,Energy,223.383,Midwest,Post-COVID,304.21,,195.657,
2022,may,Energy,298.959,Midwest,Post-COVID,407.13,,195.657,
2023,may,Energy,260.06,Midwest,Post-COVID,354.15,,195.657,
2024,may,Energy,263.738,Midwest,Post-COVID,359.16,,195.657,
2025,may,Energy,255.799,Midwest,Post-COVID,348.35,,195.657,
2015,may,Shelter,248.321,Midwest,Pre-COVID,1375.17,44357.5,249.12075000000002,44500.35908410888
2016,may,Shelter,255.109,Midwest,Pre-COVID,1412.76,45647.5,249.12075000000002,44576.002554300314
2017,may,Shelter,262.233,Midwest,Pre-COVID,1452.21,46655.0,249.12075000000002,44322.143251421454
2018,may,Shelter,270.278,Midwest,Pre-COVID,1496.76,47865.0,249.12075000000002,44118.14760635346
2019,may,Shelter,279.672,Midwest,Pre-COVID,1548.78,,249.12075000000002,
2020,may,Shelter,285.288,Midwest,Post-COVID,1579.88,,249.12075000000002,
2021,may,Shelter,292.571,Midwest,Post-COVID,1620.22,,249.12075000000002,
2022,may,Shelter,307.74,Midwest,Post-COVID,1704.22,,249.12075000000002,
2023,may,Shelter,330.151,Midwest,Post-COVID,1828.33,,249.12075000000002,
2024,may,Shelter,350.596,Midwest,Post-COVID,1941.55,,249.12075000000002,
2025,may,Shelter,365.681,Midwest,Post-COVID,2025.09,,249.12075000000002,
2015,may,Medical Care,452.171,Midwest,Pre-COVID,399.58,44357.5,451.846,44325.61784148032
2016,may,Medical Care,466.955,Midwest,Pre-COVID,412.65,45647.5,451.846,44170.50954588772
2017,may,Medical Care,478.245,Midwest,Pre-COVID,422.62,46655.0,451.846,44079.65609677048
2018,may,Medical Care,484.692,Midwest,Pre-COVID,428.32,47865.0,451.846,44621.34466836671
2019,may,Medical Care,492.063,Midwest,Pre-COVID,434.84,,451.846,
2020,may,Medical Care,515.567,Midwest,Post-COVID,455.61,,451.846,
2021,may,Medical Care,523.59,Midwest,Post-COVID,462.7,,451.846,
2022,may,Medical Care,537.633,Midwest,Post-COVID,475.11,,451.846,
2023,may,Medical Care,540.013,Midwest,Post-COVID,477.21,,451.846,
2024,may,Medical Care,553.73,Midwest,Post-COVID,489.33,,451.846,
2025,may,Medical Care,563.672,Midwest,Post-COVID,498.12,,451.846,
2015,jun,Food at Home,229.0,Midwest,Pre-COVID,324.75,44357.5,230.04600000000002,44560.11111353712
2016,jun,Food at Home,226.303,Midwest,Pre-COVID,320.93,45647.5,230.04600000000002,46402.49923774762
2017,jun,Food at Home,226.024,Midwest,Pre-COVID,320.53,46655.0,230.04600000000002,47485.20568612183
2018,jun,Food at Home,226.963,Midwest,Pre-COVID,321.86,47865.0,230.04600000000002,48515.18436925843
2019,jun,Food at Home,227.95,Midwest,Pre-COVID,323.26,,230.04600000000002,
2020,jun,Food at Home,238.991,Midwest,Post-COVID,338.92,,230.04600000000002,
2021,jun,Food at Home,239.911,Midwest,Post-COVID,340.22,,230.04600000000002,
2022,jun,Food at Home,274.159,Midwest,Post-COVID,388.79,,230.04600000000002,
2023,jun,Food at Home,287.256,Midwest,Post-COVID,407.36,,230.04600000000002,
2024,jun,Food at Home,289.56,Midwest,Post-COVID,410.63,,230.04600000000002,
2025,jun,Food at Home,297.298,Midwest,Post-COVID,421.6,,230.04600000000002,
2015,jun,Food Away From Home,254.629,Midwest,Pre-COVID,254.17,44357.5,254.83616666666668,44393.58935123913
2016,jun,Food Away From Home,261.589,Midwest,Pre-COVID,261.11,45647.5,254.83616666666668,44469.124917013585
2017,jun,Food Away From Home,263.857,Midwest,Pre-COVID,263.38,46655.0,254.83616666666668,45059.94290783771
2018,jun,Food Away From Home,272.066,Midwest,Pre-COVID,271.57,47865.0,254.83616666666668,44833.72827732978
2019,jun,Food Away From Home,279.497,Midwest,Pre-COVID,278.99,,254.83616666666668,
2020,jun,Food Away From Home,284.52,Midwest,Post-COVID,284.0,,254.83616666666668,
2021,jun,Food Away From Home,300.104,Midwest,Post-COVID,299.56,,254.83616666666668,
2022,jun,Food Away From Home,324.36,Midwest,Post-COVID,323.77,,254.83616666666668,
2023,jun,Food Away From Home,349.927,Midwest,Post-COVID,349.29,,254.83616666666668,
2024,jun,Food Away From Home,361.152,Midwest,Post-COVID,360.5,,254.83616666666668,
2025,jun,Food Away From Home,374.352,Midwest,Post-COVID,373.67,,254.83616666666668,
2015,jun,Energy,214.413,Midwest,Pre-COVID,275.83,44357.5,195.657,40477.2815897357
2016,jun,Energy,198.523,Midwest,Pre-COVID,255.39,45647.5,195.657,44988.50464429815
2017,jun,Energy,198.416,Midwest,Pre-COVID,255.25,46655.0,195.657,46006.25622429643
2018,jun,Energy,219.215,Midwest,Pre-COVID,282.01,47865.0,195.657,42721.17466870424
2019,jun,Energy,210.885,Midwest,Pre-COVID,271.29,,195.657,
2020,jun,Energy,183.717,Midwest,Post-COVID,236.34,,195.657,
2021,jun,Energy,232.432,Midwest,Post-COVID,299.01,,195.657,
2022,jun,Energy,333.543,Midwest,Post-COVID,429.09,,195.657,
2023,jun,Energy,265.945,Midwest,Post-COVID,342.13,,195.657,
2024,jun,Energy,263.706,Midwest,Post-COVID,339.25,,195.657,
2025,jun,Energy,263.912,Midwest,Post-COVID,339.51,,195.657,
2015,jun,Shelter,249.241,Midwest,Pre-COVID,1375.17,44357.5,249.12075000000002,44336.09906927432
2016,jun,Shelter,256.656,Midwest,Pre-COVID,1416.08,45647.5,249.12075000000002,44307.31966377174
2017,jun,Shelter,263.258,Midwest,Pre-COVID,1452.5,46655.0,249.12075000000002,44149.57414874383
2018,jun,Shelter,270.494,Midwest,Pre-COVID,1492.43,47865.0,249.12075000000002,44082.91754623022
2019,jun,Shelter,280.235,Midwest,Pre-COVID,1546.17,,249.12075000000002,
2020,jun,Shelter,286.137,Midwest,Post-COVID,1578.74,,249.12075000000002,
2021,jun,Shelter,294.263,Midwest,Post-COVID,1623.57,,249.12075000000002,
2022,jun,Shelter,309.877,Midwest,Post-COVID,1709.72,,249.12075000000002,
2023,jun,Shelter,332.532,Midwest,Post-COVID,1834.72,,249.12075000000002,
2024,jun,Shelter,351.984,Midwest,Post-COVID,1942.04,,249.12075000000002,
2025,jun,Shelter,367.531,Midwest,Post-COVID,2027.82,,249.12075000000002,
2015,jun,Medical Care,451.389,Midwest,Pre-COVID,399.58,44357.5,451.846,44402.40888679166
2016,jun,Medical Care,467.605,Midwest,Pre-COVID,413.94,45647.5,451.846,44109.10979352231
2017,jun,Medical Care,478.231,Midwest,Pre-COVID,423.34,46655.0,451.846,44080.9465091138
2018,jun,Medical Care,484.324,Midwest,Pre-COVID,428.74,47865.0,451.846,44655.24894492117
2019,jun,Medical Care,493.894,Midwest,Pre-COVID,437.21,,451.846,
2020,jun,Medical Care,517.94,Midwest,Post-COVID,458.5,,451.846,
2021,jun,Medical Care,522.287,Midwest,Post-COVID,462.34,,451.846,
2022,jun,Medical Care,541.025,Midwest,Post-COVID,478.93,,451.846,
2023,jun,Medical Care,541.011,Midwest,Post-COVID,478.92,,451.846,
2024,jun,Medical Care,554.122,Midwest,Post-COVID,490.53,,451.846,
2025,jun,Medical Care,569.926,Midwest,Post-COVID,504.52,,451.846,
2015,jul,Food at Home,229.936,Midwest,Pre-COVID,324.75,44357.5,230.04600000000002,44378.72036131794
2016,jul,Food at Home,225.75,Midwest,Pre-COVID,318.84,45647.5,230.04600000000002,46516.16737541529
2017,jul,Food at Home,225.959,Midwest,Pre-COVID,319.13,46655.0,230.04600000000002,47498.865413636995
2018,jul,Food at Home,226.957,Midwest,Pre-COVID,320.54,47865.0,230.04600000000002,48516.46695188957
2019,jul,Food at Home,226.822,Midwest,Pre-COVID,320.35,,230.04600000000002,
2020,jul,Food at Home,236.51,Midwest,Post-COVID,334.03,,230.04600000000002,
2021,jul,Food at Home,241.889,Midwest,Post-COVID,341.63,,230.04600000000002,
2022,jul,Food at Home,278.158,Midwest,Post-COVID,392.86,,230.04600000000002,
2023,jul,Food at Home,288.763,Midwest,Post-COVID,407.83,,230.04600000000002,
2024,jul,Food at Home,291.065,Midwest,Post-COVID,411.09,,230.04600000000002,
2025,jul,Food at Home,295.847,Midwest,Post-COVID,417.84,,230.04600000000002,
2015,jul,Food Away From Home,254.811,Midwest,Pre-COVID,254.17,44357.5,254.83616666666668,44361.881013443955
2016,jul,Food Away From Home,261.764,Midwest,Pre-COVID,261.1,45647.5,254.83616666666668,44439.395478051476
2017,jul,Food Away From Home,264.233,Midwest,Pre-COVID,263.56,46655.0,254.83616666666668,44995.823216000026
2018,jul,Food Away From Home,272.407,Midwest,Pre-COVID,271.72,47865.0,254.83616666666668,44777.60526528321
2019,jul,Food Away From Home,280.046,Midwest,Pre-COVID,279.34,,254.83616666666668,
2020,jul,Food Away From Home,286.524,Midwest,Post-COVID,285.8,,254.83616666666668,
2021,jul,Food Away From Home,301.855,Midwest,Post-COVID,301.09,,254.83616666666668,
2022,jul,Food Away From Home,327.058,Midwest,Post-COVID,326.23,,254.83616666666668,
2023,jul,Food Away From Home,350.428,Midwest,Post-COVID,349.54,,254.83616666666668,
2024,jul,Food Away From Home,362.442,Midwest,Post-COVID,361.53,,254.83616666666668,
2025,jul,Food Away From Home,375.61,Midwest,Post-COVID,374.66,,254.83616666666668,
2015,jul,Energy,212.965,Midwest,Pre-COVID,275.83,44357.5,195.657,40752.4963139483
2016,jul,Energy,190.806,Midwest,Pre-COVID,247.13,45647.5,195.657,46808.02966101695
2017,jul,Energy,197.405,Midwest,Pre-COVID,255.68,46655.0,195.657,46241.87500316609
2018,jul,Energy,217.576,Midwest,Pre-COVID,281.81,47865.0,195.657,43042.993275912784
2019,jul,Energy,213.389,Midwest,Pre-COVID,276.38,,195.657,
2020,jul,Energy,186.542,Midwest,Post-COVID,241.61,,195.657,
2021,jul,Energy,236.105,Midwest,Post-COVID,305.8,,195.657,
2022,jul,Energy,314.399,Midwest,Post-COVID,407.21,,195.657,
2023,jul,Energy,262.385,Midwest,Post-COVID,339.84,,195.657,
2024,jul,Energy,267.668,Midwest,Post-COVID,346.68,,195.657,
2025,jul,Energy,263.011,Midwest,Post-COVID,340.65,,195.657,
2015,jul,Shelter,249.676,Midwest,Pre-COVID,1375.17,44357.5,249.12075000000002,44258.854147475126
2016,jul,Shelter,256.461,Midwest,Pre-COVID,1412.54,45647.5,249.12075000000002,44341.00871331314
2017,jul,Shelter,262.779,Midwest,Pre-COVID,1447.34,46655.0,249.12075000000002,44230.05107428676
2018,jul,Shelter,271.218,Midwest,Pre-COVID,1493.82,47865.0,249.12075000000002,43965.240871734175
2019,jul,Shelter,280.794,Midwest,Pre-COVID,1546.56,,249.12075000000002,
2020,jul,Shelter,286.463,Midwest,Post-COVID,1577.78,,249.12075000000002,
2021,jul,Shelter,296.222,Midwest,Post-COVID,1631.53,,249.12075000000002,
2022,jul,Shelter,311.079,Midwest,Post-COVID,1713.36,,249.12075000000002,
2023,jul,Shelter,336.212,Midwest,Post-COVID,1851.79,,249.12075000000002,
2024,jul,Shelter,354.016,Midwest,Post-COVID,1949.85,,249.12075000000002,
2025,jul,Shelter,368.499,Midwest,Post-COVID,2029.62,,249.12075000000002,
2015,jul,Medical Care,451.331,Midwest,Pre-COVID,399.58,44357.5,451.846,44408.114986561966
2016,jul,Medical Care,470.786,Midwest,Pre-COVID,416.81,45647.5,451.846,43811.074001775756
2017,jul,Medical Care,482.591,Midwest,Pre-COVID,427.26,46655.0,451.846,43682.694310503095
2018,jul,Medical Care,483.967,Midwest,Pre-COVID,428.48,47865.0,451.846,44688.18905007986
2019,jul,Medical Care,495.492,Midwest,Pre-COVID,438.68,,451.846,
2020,jul,Medical Care,519.089,Midwest,Post-COVID,459.57,,451.846,
2021,jul,Medical Care,522.055,Midwest,Post-COVID,462.2,,451.846,
2022,jul,Medical Care,545.007,Midwest,Post-COVID,482.52,,451.846,
2023,jul,Medical Care,542.59,Midwest,Post-COVID,480.38,,451.846,
2024,jul,Medical Care,555.5,Midwest,Post-COVID,491.81,,451.846,
2025,jul,Medical Care,571.648,Midwest,Post-COVID,506.11,,451.846,
2015,aug,Food at Home,230.714,Midwest,Pre-COVID,324.75,44357.5,230.04600000000002,44229.06908553447
2016,aug,Food at Home,226.294,Midwest,Pre-COVID,318.53,45647.5,230.04600000000002,46404.344724119954
2017,aug,Food at Home,226.561,Midwest,Pre-COVID,318.9,46655.0,230.04600000000002,47372.655178958434
2018,aug,Food at Home,225.866,Midwest,Pre-COVID,317.93,47865.0,230.04600000000002,48750.815926257164
2019,aug,Food at Home,227.101,Midwest,Pre-COVID,319.66,,230.04600000000002,
2020,aug,Food at Home,234.738,Midwest,Post-COVID,330.41,,230.04600000000002,
2021,aug,Food at Home,243.148,Midwest,Post-COVID,342.25,,230.04600000000002,
2022,aug,Food at Home,280.226,Midwest,Post-COVID,394.44,,230.04600000000002,
2023,aug,Food at Home,288.105,Midwest,Post-COVID,405.53,,230.04600000000002,
2024,aug,Food at Home,290.118,Midwest,Post-COVID,408.37,,230.04600000000002,
2025,aug,Food at Home,298.807,Midwest,Post-COVID,420.6,,230.04600000000002,
2015,aug,Food Away From Home,255.562,Midwest,Pre-COVID,254.17,44357.5,254.83616666666668,44231.51823399671
2016,aug,Food Away From Home,262.302,Midwest,Pre-COVID,260.87,45647.5,254.83616666666668,44348.247127039314
2017,aug,Food Away From Home,266.222,Midwest,Pre-COVID,264.77,46655.0,254.83616666666668,44659.650050834774
2018,aug,Food Away From Home,271.995,Midwest,Pre-COVID,270.51,47865.0,254.83616666666668,44845.43141418041
2019,aug,Food Away From Home,280.215,Midwest,Pre-COVID,278.69,,254.83616666666668,
2020,aug,Food Away From Home,287.265,Midwest,Post-COVID,285.7,,254.83616666666668,
2021,aug,Food Away From Home,303.828,Midwest,Post-COVID,302.17,,254.83616666666668,
2022,aug,Food Away From Home,331.994,Midwest,Post-COVID,330.18,,254.83616666666668,
2023,aug,Food Away From Home,351.118,Midwest,Post-COVID,349.2,,254.83616666666668,
2024,aug,Food Away From Home,363.576,Midwest,Post-COVID,361.59,,254.83616666666668,
2025,aug,Food Away From Home,376.666,Midwest,Post-COVID,374.61,,254.83616666666668,
2015,aug,Energy,210.174,Midwest,Pre-COVID,275.83,44357.5,195.657,41293.66799651717
2016,aug,Energy,191.216,Midwest,Pre-COVID,250.95,45647.5,195.657,46707.6651927663
2017,aug,Energy,201.139,Midwest,Pre-COVID,263.98,46655.0,195.657,45383.42805224248
2018,aug,Energy,217.425,Midwest,Pre-COVID,285.35,47865.0,195.657,43072.886305622626
2019,aug,Energy,208.437,Midwest,Pre-COVID,273.55,,195.657,
2020,aug,Energy,186.154,Midwest,Post-COVID,244.31,,195.657,
2021,aug,Energy,236.32,Midwest,Post-COVID,310.15,,195.657,
2022,aug,Energy,290.436,Midwest,Post-COVID,381.17,,195.657,
2023,aug,Energy,271.18,Midwest,Post-COVID,355.9,,195.657,
2024,aug,Energy,264.171,Midwest,Post-COVID,346.7,,195.657,
2025,aug,Energy,263.429,Midwest,Post-COVID,345.73,,195.657,
2015,aug,Shelter,249.789,Midwest,Pre-COVID,1375.17,44357.5,249.12075000000002,44238.832246916405
2016,aug,Shelter,256.634,Midwest,Pre-COVID,1412.85,45647.5,249.12075000000002,44311.11791744274
2017,aug,Shelter,263.051,Midwest,Pre-COVID,1448.18,46655.0,249.12075000000002,44184.31631603758
2018,aug,Shelter,271.663,Midwest,Pre-COVID,1495.59,47865.0,249.12075000000002,43893.22321681643
2019,aug,Shelter,280.599,Midwest,Pre-COVID,1544.79,,249.12075000000002,
2020,aug,Shelter,287.179,Midwest,Post-COVID,1581.01,,249.12075000000002,
2021,aug,Shelter,297.007,Midwest,Post-COVID,1635.12,,249.12075000000002,
2022,aug,Shelter,312.253,Midwest,Post-COVID,1719.05,,249.12075000000002,
2023,aug,Shelter,334.737,Midwest,Post-COVID,1842.83,,249.12075000000002,
2024,aug,Shelter,355.828,Midwest,Post-COVID,1958.94,,249.12075000000002,
2025,aug,Shelter,369.611,Midwest,Post-COVID,2034.82,,249.12075000000002,
2015,aug,Medical Care,451.284,Midwest,Pre-COVID,399.58,44357.5,451.846,44412.73997083876
2016,aug,Medical Care,473.82,Midwest,Pre-COVID,419.54,45647.5,451.846,43530.53962475202
2017,aug,Medical Care,483.167,Midwest,Pre-COVID,427.81,46655.0,451.846,43630.618668079565
2018,aug,Medical Care,484.957,Midwest,Pre-COVID,429.4,47865.0,451.846,44596.96177186843
2019,aug,Medical Care,500.589,Midwest,Pre-COVID,443.24,,451.846,
2020,aug,Medical Care,521.898,Midwest,Post-COVID,462.11,,451.846,
2021,aug,Medical Care,523.732,Midwest,Post-COVID,463.73,,451.846,
2022,aug,Medical Care,548.159,Midwest,Post-COVID,485.36,,451.846,
2023,aug,Medical Care,548.062,Midwest,Post-COVID,485.27,,451.846,
2024,aug,Medical Care,556.448,Midwest,Post-COVID,492.7,,451.846,
2025,aug,Medical Care,572.27,Midwest,Post-COVID,506.71,,451.846,
2015,sep,Food at Home,231.872,Midwest,Pre-COVID,324.75,44357.5,230.04600000000002,44008.18315708666
2016,sep,Food at Home,226.091,Midwest,Pre-COVID,316.65,45647.5,230.04600000000002,46446.009726172204
2017,sep,Food at Home,226.883,Midwest,Pre-COVID,317.76,46655.0,230.04600000000002,47305.42231017749
2018,sep,Food at Home,226.373,Midwest,Pre-COVID,317.05,47865.0,230.04600000000002,48641.63036227819
2019,sep,Food at Home,227.677,Midwest,Pre-COVID,318.87,,230.04600000000002,
2020,sep,Food at Home,232.725,Midwest,Post-COVID,325.94,,230.04600000000002,
2021,sep,Food at Home,245.802,Midwest,Post-COVID,344.26,,230.04600000000002,
2022,sep,Food at Home,281.284,Midwest,Post-COVID,393.95,,230.04600000000002,
2023,sep,Food at Home,288.729,Midwest,Post-COVID,404.38,,230.04600000000002,
2024,sep,Food at Home,292.066,Midwest,Post-COVID,409.06,,230.04600000000002,
2025,sep,Food at Home,,Midwest,Post-COVID,,,230.04600000000002,
2015,sep,Food Away From Home,256.469,Midwest,Pre-COVID,254.17,44357.5,254.83616666666668,44075.09392135762
2016,sep,Food Away From Home,262.834,Midwest,Pre-COVID,260.47,45647.5,254.83616666666668,44258.48222800957
2017,sep,Food Away From Home,266.908,Midwest,Pre-COVID,264.51,46655.0,254.83616666666668,44544.86697975832
2018,sep,Food Away From Home,272.852,Midwest,Pre-COVID,270.4,47865.0,254.83616666666668,44704.57653783004
2019,sep,Food Away From Home,280.653,Midwest,Pre-COVID,278.13,,254.83616666666668,
2020,sep,Food Away From Home,291.003,Midwest,Post-COVID,288.39,,254.83616666666668,
2021,sep,Food Away From Home,306.56,Midwest,Post-COVID,303.81,,254.83616666666668,
2022,sep,Food Away From Home,336.646,Midwest,Post-COVID,333.62,,254.83616666666668,
2023,sep,Food Away From Home,352.499,Midwest,Post-COVID,349.33,,254.83616666666668,
2024,sep,Food Away From Home,364.579,Midwest,Post-COVID,361.31,,254.83616666666668,
2025,sep,Food Away From Home,,Midwest,Post-COVID,,,254.83616666666668,
2015,sep,Energy,196.4,Midwest,Pre-COVID,275.83,44357.5,195.657,44189.69133146639
2016,sep,Energy,191.573,Midwest,Pre-COVID,269.05,45647.5,195.657,46620.62455304244
2017,sep,Energy,205.385,Midwest,Pre-COVID,288.45,46655.0,195.657,44445.19967378339
2018,sep,Energy,217.523,Midwest,Pre-COVID,305.5,47865.0,195.657,43053.48080432874
2019,sep,Energy,204.625,Midwest,Pre-COVID,287.38,,195.657,
2020,sep,Energy,187.227,Midwest,Post-COVID,262.95,,195.657,
2021,sep,Energy,238.393,Midwest,Post-COVID,334.81,,195.657,
2022,sep,Energy,285.462,Midwest,Post-COVID,400.92,,195.657,
2023,sep,Energy,268.255,Midwest,Post-COVID,376.75,,195.657,
2024,sep,Energy,252.351,Midwest,Post-COVID,354.41,,195.657,
2025,sep,Energy,,Midwest,Post-COVID,,,195.657,
2015,sep,Shelter,250.435,Midwest,Pre-COVID,1375.17,44357.5,249.12075000000002,44124.71766376505
2016,sep,Shelter,257.954,Midwest,Pre-COVID,1416.45,45647.5,249.12075000000002,44084.369444261385
2017,sep,Shelter,264.066,Midwest,Pre-COVID,1450.02,46655.0,249.12075000000002,44014.48346720139
2018,sep,Shelter,272.185,Midwest,Pre-COVID,1494.6,47865.0,249.12075000000002,43809.044211657514
2019,sep,Shelter,281.723,Midwest,Pre-COVID,1546.97,,249.12075000000002,
2020,sep,Shelter,286.953,Midwest,Post-COVID,1575.69,,249.12075000000002,
2021,sep,Shelter,297.995,Midwest,Post-COVID,1636.32,,249.12075000000002,
2022,sep,Shelter,313.166,Midwest,Post-COVID,1719.63,,249.12075000000002,
2023,sep,Shelter,336.337,Midwest,Post-COVID,1846.86,,249.12075000000002,
2024,sep,Shelter,355.991,Midwest,Post-COVID,1954.79,,249.12075000000002,
2025,sep,Shelter,,Midwest,Post-COVID,,,249.12075000000002,
2015,sep,Medical Care,451.793,Midwest,Pre-COVID,399.58,44357.5,451.846,44362.7035943452
2016,sep,Medical Care,474.779,Midwest,Pre-COVID,419.91,45647.5,451.846,43442.6128472405
2017,sep,Medical Care,478.861,Midwest,Pre-COVID,423.52,46655.0,451.846,44022.952652231026
2018,sep,Medical Care,485.951,Midwest,Pre-COVID,429.79,47865.0,451.846,44505.73985854541
2019,sep,Medical Care,500.625,Midwest,Pre-COVID,442.77,,451.846,
2020,sep,Medical Care,522.679,Midwest,Post-COVID,462.28,,451.846,
2021,sep,Medical Care,521.982,Midwest,Post-COVID,461.66,,451.846,
2022,sep,Medical Care,550.779,Midwest,Post-COVID,487.13,,451.846,
2023,sep,Medical Care,546.539,Midwest,Post-COVID,483.38,,451.846,
2024,sep,Medical Care,558.85,Midwest,Post-COVID,494.27,,451.846,
2025,sep,Medical Care,,Midwest,Post-COVID,,,451.846,
2015,oct,Food at Home,231.063,Midwest,Pre-COVID,324.75,44357.5,230.04600000000002,44162.26503161476
2016,oct,Food at Home,226.418,Midwest,Pre-COVID,318.22,45647.5,230.04600000000002,46378.93093746964
2017,oct,Food at Home,227.606,Midwest,Pre-COVID,319.89,46655.0,230.04600000000002,47155.15465321653
2018,oct,Food at Home,226.052,Midwest,Pre-COVID,317.71,47865.0,230.04600000000002,48710.70280289491
2019,oct,Food at Home,227.603,Midwest,Pre-COVID,319.89,,230.04600000000002,
