year,month,category,cpi,region,period,estimatedcost,avg_wage,base_cpi,real_wage
2015,may,Energy,206.175,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,49142.95
2016,may,Energy,186.534,Northeast,Pre-COVID,265.01,52797.77777777778,197.10875,55790.92
2017,may,Energy,200.152,Northeast,Pre-COVID,284.36,53960.0,197.10875,53139.55
2018,may,Energy,224.829,Northeast,Pre-COVID,319.42,55435.555555555555,197.10875,48600.64
2019,may,Energy,219.921,Northeast,Pre-COVID,312.45,,197.10875,
2020,may,Energy,183.663,Northeast,Post-COVID,260.93,60284.444444444445,197.10875,64697.8
2021,may,Energy,225.404,Northeast,Post-COVID,320.24,62467.77777777778,197.10875,54626.12
2022,may,Energy,316.107,Northeast,Post-COVID,449.1,65818.88888888889,197.10875,41041.42
2023,may,Energy,272.659,Northeast,Post-COVID,387.37,69343.33333333333,197.10875,50129.2
2024,may,Energy,282.049,Northeast,Post-COVID,400.71,71988.88888888889,197.10875,50309.13
2025,may,Energy,280.463,Northeast,Post-COVID,398.46,75084.4050740352,197.10875,52769.15
2015,may,Shelter,323.612,Northeast,Pre-COVID,1465.83,51403.333333333336,324.87725,51604.31
2016,may,Shelter,332.503,Northeast,Pre-COVID,1506.11,52797.77777777778,324.87725,51586.89
2017,may,Shelter,340.473,Northeast,Pre-COVID,1542.21,53960.0,324.87725,51488.3
2018,may,Shelter,349.926,Northeast,Pre-COVID,1585.03,55435.555555555555,324.87725,51467.31
2019,may,Shelter,358.234,Northeast,Pre-COVID,1622.66,,324.87725,
2020,may,Shelter,365.728,Northeast,Post-COVID,1656.6,60284.444444444445,324.87725,53550.85
2021,may,Shelter,372.283,Northeast,Post-COVID,1686.29,62467.77777777778,324.87725,54513.26
2022,may,Shelter,384.343,Northeast,Post-COVID,1740.92,65818.88888888889,324.87725,55635.36
2023,may,Shelter,408.046,Northeast,Post-COVID,1848.29,69343.33333333333,324.87725,55209.64
2024,may,Shelter,433.995,Northeast,Post-COVID,1965.82,71988.88888888889,324.87725,53888.99
2025,may,Shelter,454.31,Northeast,Post-COVID,2057.84,75084.4050740352,324.87725,53692.89
2015,may,Medical Care,469.261,Northeast,Pre-COVID,412.67,51403.333333333336,468.18075,51285.0
2016,may,Medical Care,484.072,Northeast,Pre-COVID,425.69,52797.77777777778,468.18075,51064.52
2017,may,Medical Care,491.976,Northeast,Pre-COVID,432.64,53960.0,468.18075,51350.13
2018,may,Medical Care,504.921,Northeast,Pre-COVID,444.03,55435.555555555555,468.18075,51401.82
2019,may,Medical Care,521.223,Northeast,Pre-COVID,458.36,,468.18075,
2020,may,Medical Care,548.862,Northeast,Post-COVID,482.67,60284.444444444445,468.18075,51422.79
2021,may,Medical Care,550.36,Northeast,Post-COVID,483.98,62467.77777777778,468.18075,53140.15
2022,may,Medical Care,568.877,Northeast,Post-COVID,500.27,65818.88888888889,468.18075,54168.36
2023,may,Medical Care,560.953,Northeast,Post-COVID,493.3,69343.33333333333,468.18075,57875.11
2024,may,Medical Care,578.443,Northeast,Post-COVID,508.68,71988.88888888889,468.18075,58266.44
2025,may,Medical Care,583.519,Northeast,Post-COVID,513.14,75084.4050740352,468.18075,60243.24
2015,jun,Food at Home,249.264,Northeast,Pre-COVID,342.08,51403.333333333336,248.7759166666667,51302.68
2016,jun,Food at Home,244.57,Northeast,Pre-COVID,335.64,52797.77777777778,248.7759166666667,53705.75
2017,jun,Food at Home,245.729,Northeast,Pre-COVID,337.23,53960.0,248.7759166666667,54629.08
2018,jun,Food at Home,248.297,Northeast,Pre-COVID,340.76,55435.555555555555,248.7759166666667,55542.48
2019,jun,Food at Home,251.013,Northeast,Pre-COVID,344.48,,248.7759166666667,
2020,jun,Food at Home,263.522,Northeast,Post-COVID,361.65,60284.444444444445,248.7759166666667,56911.07
2021,jun,Food at Home,264.804,Northeast,Post-COVID,363.41,62467.77777777778,248.7759166666667,58686.72
2022,jun,Food at Home,291.665,Northeast,Post-COVID,400.27,65818.88888888889,248.7759166666667,56140.28
2023,jun,Food at Home,305.456,Northeast,Post-COVID,419.2,69343.33333333333,248.7759166666667,56476.06
2024,jun,Food at Home,307.891,Northeast,Post-COVID,422.54,71988.88888888889,248.7759166666667,58167.02
2025,jun,Food at Home,313.831,Northeast,Post-COVID,430.69,75084.4050740352,248.7759166666667,59519.91
2015,jun,Food Away From Home,259.212,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51429.74
2016,jun,Food Away From Home,266.064,Northeast,Pre-COVID,273.89,52797.77777777778,259.34516666666667,51464.49
2017,jun,Food Away From Home,272.129,Northeast,Pre-COVID,280.13,53960.0,259.34516666666667,51425.12
2018,jun,Food Away From Home,280.296,Northeast,Pre-COVID,288.54,55435.555555555555,259.34516666666667,51292.0
2019,jun,Food Away From Home,288.223,Northeast,Pre-COVID,296.7,,259.34516666666667,
2020,jun,Food Away From Home,299.261,Northeast,Post-COVID,308.06,60284.444444444445,259.34516666666667,52243.62
2021,jun,Food Away From Home,309.388,Northeast,Post-COVID,318.48,62467.77777777778,259.34516666666667,52363.75
2022,jun,Food Away From Home,331.418,Northeast,Post-COVID,341.16,65818.88888888889,259.34516666666667,51505.38
2023,jun,Food Away From Home,356.6,Northeast,Post-COVID,367.08,69343.33333333333,259.34516666666667,50431.46
2024,jun,Food Away From Home,373.582,Northeast,Post-COVID,384.57,71988.88888888889,259.34516666666667,49975.56
2025,jun,Food Away From Home,386.542,Northeast,Post-COVID,397.91,75084.4050740352,259.34516666666667,50376.87
2015,jun,Energy,211.16,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,47982.79
2016,jun,Energy,190.756,Northeast,Pre-COVID,264.61,52797.77777777778,197.10875,54556.1
2017,jun,Energy,198.853,Northeast,Pre-COVID,275.84,53960.0,197.10875,53486.69
2018,jun,Energy,224.93,Northeast,Pre-COVID,312.02,55435.555555555555,197.10875,48578.82
2019,jun,Energy,216.394,Northeast,Pre-COVID,300.18,,197.10875,
2020,jun,Energy,190.948,Northeast,Post-COVID,264.88,60284.444444444445,197.10875,62229.46
2021,jun,Energy,231.222,Northeast,Post-COVID,320.75,62467.77777777778,197.10875,53251.62
2022,jun,Energy,333.517,Northeast,Post-COVID,462.65,65818.88888888889,197.10875,38899.0
2023,jun,Energy,276.781,Northeast,Post-COVID,383.94,69343.33333333333,197.10875,49382.64
2024,jun,Energy,282.219,Northeast,Post-COVID,391.49,71988.88888888889,197.10875,50278.83
2025,jun,Energy,288.994,Northeast,Post-COVID,400.89,75084.4050740352,197.10875,51211.42
2015,jun,Shelter,324.5,Northeast,Pre-COVID,1465.83,51403.333333333336,324.87725,51463.09
2016,jun,Shelter,333.809,Northeast,Pre-COVID,1507.88,52797.77777777778,324.87725,51385.06
2017,jun,Shelter,340.804,Northeast,Pre-COVID,1539.48,53960.0,324.87725,51438.29
2018,jun,Shelter,350.467,Northeast,Pre-COVID,1583.13,55435.555555555555,324.87725,51387.86
2019,jun,Shelter,359.255,Northeast,Pre-COVID,1622.83,,324.87725,
2020,jun,Shelter,367.321,Northeast,Post-COVID,1659.26,60284.444444444445,324.87725,53318.61
2021,jun,Shelter,375.342,Northeast,Post-COVID,1695.5,62467.77777777778,324.87725,54068.98
2022,jun,Shelter,385.575,Northeast,Post-COVID,1741.72,65818.88888888889,324.87725,55457.59
2023,jun,Shelter,410.022,Northeast,Post-COVID,1852.15,69343.33333333333,324.87725,54943.57
2024,jun,Shelter,436.491,Northeast,Post-COVID,1971.72,71988.88888888889,324.87725,53580.84
2025,jun,Shelter,455.626,Northeast,Post-COVID,2058.16,75084.4050740352,324.87725,53537.8
2015,jun,Medical Care,467.204,Northeast,Pre-COVID,412.67,51403.333333333336,468.18075,51510.8
2016,jun,Medical Care,484.979,Northeast,Pre-COVID,428.37,52797.77777777778,468.18075,50969.02
2017,jun,Medical Care,493.415,Northeast,Pre-COVID,435.82,53960.0,468.18075,51200.38
2018,jun,Medical Care,504.804,Northeast,Pre-COVID,445.88,55435.555555555555,468.18075,51413.74
2019,jun,Medical Care,522.8,Northeast,Pre-COVID,461.77,,468.18075,
2020,jun,Medical Care,552.744,Northeast,Post-COVID,488.22,60284.444444444445,468.18075,51061.64
2021,jun,Medical Care,546.769,Northeast,Post-COVID,482.94,62467.77777777778,468.18075,53489.15
2022,jun,Medical Care,573.145,Northeast,Post-COVID,506.24,65818.88888888889,468.18075,53764.99
2023,jun,Medical Care,558.956,Northeast,Post-COVID,493.71,69343.33333333333,468.18075,58081.88
2024,jun,Medical Care,578.651,Northeast,Post-COVID,511.1,71988.88888888889,468.18075,58245.49
2025,jun,Medical Care,585.244,Northeast,Post-COVID,516.93,75084.4050740352,468.18075,60065.67
2015,jul,Food at Home,248.52,Northeast,Pre-COVID,342.08,51403.333333333336,248.7759166666667,51456.27
2016,jul,Food at Home,244.816,Northeast,Pre-COVID,336.98,52797.77777777778,248.7759166666667,53651.79
2017,jul,Food at Home,246.937,Northeast,Pre-COVID,339.9,53960.0,248.7759166666667,54361.84
2018,jul,Food at Home,249.803,Northeast,Pre-COVID,343.85,55435.555555555555,248.7759166666667,55207.63
2019,jul,Food at Home,250.175,Northeast,Pre-COVID,344.36,,248.7759166666667,
2020,jul,Food at Home,261.877,Northeast,Post-COVID,360.47,60284.444444444445,248.7759166666667,57268.56
2021,jul,Food at Home,265.218,Northeast,Post-COVID,365.07,62467.77777777778,248.7759166666667,58595.11
2022,jul,Food at Home,296.137,Northeast,Post-COVID,407.63,65818.88888888889,248.7759166666667,55292.5
2023,jul,Food at Home,306.205,Northeast,Post-COVID,421.49,69343.33333333333,248.7759166666667,56337.92
2024,jul,Food at Home,309.0,Northeast,Post-COVID,425.33,71988.88888888889,248.7759166666667,57958.26
2025,jul,Food at Home,315.021,Northeast,Post-COVID,433.62,75084.4050740352,248.7759166666667,59295.07
2015,jul,Food Away From Home,260.058,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51262.43
2016,jul,Food Away From Home,266.926,Northeast,Pre-COVID,273.88,52797.77777777778,259.34516666666667,51298.29
2017,jul,Food Away From Home,272.847,Northeast,Pre-COVID,279.96,53960.0,259.34516666666667,51289.79
2018,jul,Food Away From Home,280.675,Northeast,Pre-COVID,287.99,55435.555555555555,259.34516666666667,51222.74
2019,jul,Food Away From Home,288.751,Northeast,Pre-COVID,296.27,,259.34516666666667,
2020,jul,Food Away From Home,299.243,Northeast,Post-COVID,307.04,60284.444444444445,259.34516666666667,52246.77
2021,jul,Food Away From Home,311.464,Northeast,Post-COVID,319.58,62467.77777777778,259.34516666666667,52014.73
2022,jul,Food Away From Home,334.425,Northeast,Post-COVID,343.14,65818.88888888889,259.34516666666667,51042.27
2023,jul,Food Away From Home,357.255,Northeast,Post-COVID,366.56,69343.33333333333,259.34516666666667,50339.0
2024,jul,Food Away From Home,373.682,Northeast,Post-COVID,383.42,71988.88888888889,259.34516666666667,49962.19
2025,jul,Food Away From Home,388.3,Northeast,Post-COVID,398.42,75084.4050740352,259.34516666666667,50148.8
2015,jul,Energy,206.809,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,48992.29
2016,jul,Energy,187.052,Northeast,Pre-COVID,264.93,52797.77777777778,197.10875,55636.42
2017,jul,Energy,196.72,Northeast,Pre-COVID,278.63,53960.0,197.10875,54066.63
2018,jul,Energy,223.343,Northeast,Pre-COVID,316.33,55435.555555555555,197.10875,48924.0
2019,jul,Energy,215.57,Northeast,Pre-COVID,305.33,,197.10875,
2020,jul,Energy,192.472,Northeast,Post-COVID,272.61,60284.444444444445,197.10875,61736.73
2021,jul,Energy,232.729,Northeast,Post-COVID,329.63,62467.77777777778,197.10875,52906.8
2022,jul,Energy,318.237,Northeast,Post-COVID,450.74,65818.88888888889,197.10875,40766.72
2023,jul,Energy,275.009,Northeast,Post-COVID,389.51,69343.33333333333,197.10875,49700.84
2024,jul,Energy,285.253,Northeast,Post-COVID,404.02,71988.88888888889,197.10875,49744.05
2025,jul,Energy,288.292,Northeast,Post-COVID,408.33,75084.4050740352,197.10875,51336.12
2015,jul,Shelter,326.169,Northeast,Pre-COVID,1465.83,51403.333333333336,324.87725,51199.76
2016,jul,Shelter,335.313,Northeast,Pre-COVID,1506.93,52797.77777777778,324.87725,51154.58
2017,jul,Shelter,341.308,Northeast,Pre-COVID,1533.87,53960.0,324.87725,51362.34
2018,jul,Shelter,351.001,Northeast,Pre-COVID,1577.43,55435.555555555555,324.87725,51309.69
2019,jul,Shelter,359.887,Northeast,Pre-COVID,1617.37,,324.87725,
2020,jul,Shelter,367.962,Northeast,Post-COVID,1653.65,60284.444444444445,324.87725,53225.73
2021,jul,Shelter,376.327,Northeast,Post-COVID,1691.25,62467.77777777778,324.87725,53927.46
2022,jul,Shelter,386.621,Northeast,Post-COVID,1737.51,65818.88888888889,324.87725,55307.55
2023,jul,Shelter,411.594,Northeast,Post-COVID,1849.74,69343.33333333333,324.87725,54733.72
2024,jul,Shelter,437.068,Northeast,Post-COVID,1964.22,71988.88888888889,324.87725,53510.1
2025,jul,Shelter,456.9,Northeast,Post-COVID,2053.35,75084.4050740352,324.87725,53388.52
2015,jul,Medical Care,467.511,Northeast,Pre-COVID,412.67,51403.333333333336,468.18075,51476.97
2016,jul,Medical Care,486.995,Northeast,Pre-COVID,429.86,52797.77777777778,468.18075,50758.02
2017,jul,Medical Care,494.618,Northeast,Pre-COVID,436.59,53960.0,468.18075,51075.85
2018,jul,Medical Care,504.541,Northeast,Pre-COVID,445.35,55435.555555555555,468.18075,51440.54
2019,jul,Medical Care,526.016,Northeast,Pre-COVID,464.31,,468.18075,
2020,jul,Medical Care,554.273,Northeast,Post-COVID,489.25,60284.444444444445,468.18075,50920.79
2021,jul,Medical Care,548.685,Northeast,Post-COVID,484.32,62467.77777777778,468.18075,53302.37
2022,jul,Medical Care,576.156,Northeast,Post-COVID,508.57,65818.88888888889,468.18075,53484.02
2023,jul,Medical Care,559.936,Northeast,Post-COVID,494.25,69343.33333333333,468.18075,57980.22
2024,jul,Medical Care,572.336,Northeast,Post-COVID,505.19,71988.88888888889,468.18075,58888.16
2025,jul,Medical Care,583.846,Northeast,Post-COVID,515.35,75084.4050740352,468.18075,60209.5
2015,aug,Food at Home,249.021,Northeast,Pre-COVID,342.08,51403.333333333336,248.7759166666667,51352.74
2016,aug,Food at Home,244.587,Northeast,Pre-COVID,335.99,52797.77777777778,248.7759166666667,53702.02
2017,aug,Food at Home,246.165,Northeast,Pre-COVID,338.16,53960.0,248.7759166666667,54532.32
2018,aug,Food at Home,250.062,Northeast,Pre-COVID,343.51,55435.555555555555,248.7759166666667,55150.45
2019,aug,Food at Home,250.784,Northeast,Pre-COVID,344.51,,248.7759166666667,
2020,aug,Food at Home,260.775,Northeast,Post-COVID,358.23,60284.444444444445,248.7759166666667,57510.57
2021,aug,Food at Home,266.563,Northeast,Post-COVID,366.18,62467.77777777778,248.7759166666667,58299.46
2022,aug,Food at Home,298.62,Northeast,Post-COVID,410.22,65818.88888888889,248.7759166666667,54832.75
2023,aug,Food at Home,305.792,Northeast,Post-COVID,420.07,69343.33333333333,248.7759166666667,56414.0
2024,aug,Food at Home,308.935,Northeast,Post-COVID,424.39,71988.88888888889,248.7759166666667,57970.45
2025,aug,Food at Home,316.957,Northeast,Post-COVID,435.41,75084.4050740352,248.7759166666667,58932.89
2015,aug,Food Away From Home,259.933,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51287.09
2016,aug,Food Away From Home,267.145,Northeast,Pre-COVID,274.24,52797.77777777778,259.34516666666667,51256.24
2017,aug,Food Away From Home,273.329,Northeast,Pre-COVID,280.58,53960.0,259.34516666666667,51199.34
2018,aug,Food Away From Home,281.392,Northeast,Pre-COVID,288.86,55435.555555555555,259.34516666666667,51092.23
2019,aug,Food Away From Home,289.738,Northeast,Pre-COVID,297.43,,259.34516666666667,
2020,aug,Food Away From Home,299.666,Northeast,Post-COVID,307.62,60284.444444444445,259.34516666666667,52173.02
2021,aug,Food Away From Home,313.536,Northeast,Post-COVID,321.86,62467.77777777778,259.34516666666667,51670.99
2022,aug,Food Away From Home,335.92,Northeast,Post-COVID,344.84,65818.88888888889,259.34516666666667,50815.11
2023,aug,Food Away From Home,359.368,Northeast,Post-COVID,368.91,69343.33333333333,259.34516666666667,50043.02
2024,aug,Food Away From Home,374.39,Northeast,Post-COVID,384.33,71988.88888888889,259.34516666666667,49867.71
2025,aug,Food Away From Home,388.838,Northeast,Post-COVID,399.16,75084.4050740352,259.34516666666667,50079.41
2015,aug,Energy,198.583,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,51021.72
2016,aug,Energy,182.872,Northeast,Pre-COVID,269.74,52797.77777777778,197.10875,56908.13
2017,aug,Energy,198.899,Northeast,Pre-COVID,293.38,53960.0,197.10875,53474.32
2018,aug,Energy,222.382,Northeast,Pre-COVID,328.02,55435.555555555555,197.10875,49135.42
2019,aug,Energy,211.696,Northeast,Pre-COVID,312.26,,197.10875,
2020,aug,Energy,190.904,Northeast,Post-COVID,281.59,60284.444444444445,197.10875,62243.81
2021,aug,Energy,235.385,Northeast,Post-COVID,347.2,62467.77777777778,197.10875,52309.81
2022,aug,Energy,308.83,Northeast,Post-COVID,455.53,65818.88888888889,197.10875,42008.48
2023,aug,Energy,283.238,Northeast,Post-COVID,417.79,69343.33333333333,197.10875,48256.86
2024,aug,Energy,279.467,Northeast,Post-COVID,412.22,71988.88888888889,197.10875,50773.94
2025,aug,Energy,286.402,Northeast,Post-COVID,422.45,75084.4050740352,197.10875,51674.89
2015,aug,Shelter,326.509,Northeast,Pre-COVID,1465.83,51403.333333333336,324.87725,51146.44
2016,aug,Shelter,336.263,Northeast,Pre-COVID,1509.62,52797.77777777778,324.87725,51010.06
2017,aug,Shelter,343.129,Northeast,Pre-COVID,1540.45,53960.0,324.87725,51089.75
2018,aug,Shelter,353.18,Northeast,Pre-COVID,1585.57,55435.555555555555,324.87725,50993.12
2019,aug,Shelter,360.222,Northeast,Pre-COVID,1617.18,,324.87725,
2020,aug,Shelter,367.753,Northeast,Post-COVID,1650.99,60284.444444444445,324.87725,53255.97
2021,aug,Shelter,375.128,Northeast,Post-COVID,1684.1,62467.77777777778,324.87725,54099.83
2022,aug,Shelter,388.91,Northeast,Post-COVID,1745.98,65818.88888888889,324.87725,54982.03
2023,aug,Shelter,413.698,Northeast,Post-COVID,1857.26,69343.33333333333,324.87725,54455.35
2024,aug,Shelter,439.75,Northeast,Post-COVID,1974.22,71988.88888888889,324.87725,53183.75
2025,aug,Shelter,459.071,Northeast,Post-COVID,2060.96,75084.4050740352,324.87725,53136.04
2015,aug,Medical Care,468.451,Northeast,Pre-COVID,412.67,51403.333333333336,468.18075,51373.68
2016,aug,Medical Care,488.309,Northeast,Pre-COVID,430.16,52797.77777777778,468.18075,50621.44
2017,aug,Medical Care,495.072,Northeast,Pre-COVID,436.12,53960.0,468.18075,51029.01
2018,aug,Medical Care,505.303,Northeast,Pre-COVID,445.13,55435.555555555555,468.18075,51362.96
2019,aug,Medical Care,528.447,Northeast,Pre-COVID,465.52,,468.18075,
2020,aug,Medical Care,551.685,Northeast,Post-COVID,485.99,60284.444444444445,468.18075,51159.66
2021,aug,Medical Care,549.119,Northeast,Post-COVID,483.73,62467.77777777778,468.18075,53260.24
2022,aug,Medical Care,580.669,Northeast,Post-COVID,511.52,65818.88888888889,468.18075,53068.33
2023,aug,Medical Care,558.709,Northeast,Post-COVID,492.18,69343.33333333333,468.18075,58107.55
2024,aug,Medical Care,573.346,Northeast,Post-COVID,505.07,71988.88888888889,468.18075,58784.42
2025,aug,Medical Care,586.758,Northeast,Post-COVID,516.89,75084.4050740352,468.18075,59910.68
2015,sep,Food at Home,249.251,Northeast,Pre-COVID,342.08,51403.333333333336,248.7759166666667,51305.36
2016,sep,Food at Home,244.649,Northeast,Pre-COVID,335.77,52797.77777777778,248.7759166666667,53688.41
2017,sep,Food at Home,245.539,Northeast,Pre-COVID,336.99,53960.0,248.7759166666667,54671.35
2018,sep,Food at Home,250.733,Northeast,Pre-COVID,344.12,55435.555555555555,248.7759166666667,55002.86
