year,month,category,cpi,region,period,estimatedcost,avg_wage
2015,sep,Energy,201.641,National,Pre-COVID,284.08,
2016,sep,Energy,195.852,National,Pre-COVID,275.93,
2017,sep,Energy,215.711,National,Pre-COVID,303.91,
2018,sep,Energy,226.165,National,Pre-COVID,318.63,
2019,sep,Energy,215.418,National,Pre-COVID,303.49,
2020,sep,Energy,198.858,National,Post-COVID,280.16,
2021,sep,Energy,248.228,National,Post-COVID,349.72,
2022,sep,Energy,297.343,National,Post-COVID,418.91,
2023,sep,Energy,296.004,National,Post-COVID,417.03,
2024,sep,Energy,275.74,National,Post-COVID,388.48,
2025,sep,Energy,,National,Post-COVID,,
2015,sep,Shelter,280.814,National,Pre-COVID,1429.0,
2016,sep,Shelter,290.445,National,Pre-COVID,1478.01,
2017,sep,Shelter,299.844,National,Pre-COVID,1525.84,
2018,sep,Shelter,309.702,National,Pre-COVID,1576.0,
2019,sep,Shelter,320.569,National,Pre-COVID,1631.3,
2020,sep,Shelter,327.116,National,Post-COVID,1664.62,
2021,sep,Shelter,337.451,National,Post-COVID,1717.21,
2022,sep,Shelter,359.704,National,Post-COVID,1830.45,
2023,sep,Shelter,385.433,National,Post-COVID,1961.38,
2024,sep,Shelter,404.133,National,Post-COVID,2056.54,
2025,sep,Shelter,,National,Post-COVID,,
2015,sep,Medical Care,447.289,National,Pre-COVID,414.0,
2016,sep,Medical Care,469.154,National,Pre-COVID,434.24,
2017,sep,Medical Care,476.485,National,Pre-COVID,441.02,
2018,sep,Medical Care,484.708,National,Pre-COVID,448.63,
2019,sep,Medical Care,501.468,National,Pre-COVID,464.15,
2020,sep,Medical Care,522.528,National,Post-COVID,483.64,
2021,sep,Medical Care,524.818,National,Post-COVID,485.76,
2022,sep,Medical Care,556.323,National,Post-COVID,514.92,
2023,sep,Medical Care,548.431,National,Post-COVID,507.61,
2024,sep,Medical Care,566.266,National,Post-COVID,524.12,
2025,sep,Medical Care,,National,Post-COVID,,
2015,oct,Food at Home,248.575,National,Pre-COVID,334.58,
2016,oct,Food at Home,247.861,National,Pre-COVID,333.62,
2017,oct,Food at Home,251.13,National,Pre-COVID,338.02,
2018,oct,Food at Home,254.203,National,Pre-COVID,342.16,
2019,oct,Food at Home,259.284,National,Pre-COVID,349.0,
2020,oct,Food at Home,269.169,National,Post-COVID,362.3,
2021,oct,Food at Home,282.943,National,Post-COVID,380.84,
2022,oct,Food at Home,312.86,National,Post-COVID,421.11,
2023,oct,Food at Home,323.262,National,Post-COVID,435.11,
2024,oct,Food at Home,330.051,National,Post-COVID,444.25,
2025,oct,Food at Home,,National,Post-COVID,,
2015,oct,Food Away From Home,258.363,National,Pre-COVID,262.83,
2016,oct,Food Away From Home,264.459,National,Pre-COVID,269.03,
2017,oct,Food Away From Home,270.658,National,Pre-COVID,275.34,
