year,month,city,region,category,cpi
1915,Oct,Philadelphia,Northeast,All Items,
1915,Nov,Philadelphia,Northeast,All Items,
1915,Dec,Philadelphia,Northeast,All Items,10.3
1916,Jan,Philadelphia,Northeast,All Items,
1916,Feb,Philadelphia,Northeast,All Items,
1916,Mar,Philadelphia,Northeast,All Items,
1916,Apr,Philadelphia,Northeast,All Items,
1916,May,Philadelphia,Northeast,All Items,
1916,Jun,Philadelphia,Northeast,All Items,
1916,Jul,Philadelphia,Northeast,All Items,
1916,Aug,Philadelphia,Northeast,All Items,
1916,Sep,Philadelphia,Northeast,All Items,
1916,Oct,Philadelphia,Northeast,All Items,
1916,Nov,Philadelphia,Northeast,All Items,
1916,Dec,Philadelphia,Northeast,All Items,11.6
1917,Jan,Philadelphia,Northeast,All Items,
1917,Feb,Philadelphia,Northeast,All Items,
1917,Mar,Philadelphia,Northeast,All Items,
1917,Apr,Philadelphia,Northeast,All Items,
1917,May,Philadelphia,Northeast,All Items,
1917,Jun,Philadelphia,Northeast,All Items,
1917,Jul,Philadelphia,Northeast,All Items,
1917,Aug,Philadelphia,Northeast,All Items,
1917,Sep,Philadelphia,Northeast,All Items,
1917,Oct,Philadelphia,Northeast,All Items,
1917,Nov,Philadelphia,Northeast,All Items,
1917,Dec,Philadelphia,Northeast,All Items,14.1
1918,Jan,Philadelphia,Northeast,All Items,
1918,Feb,Philadelphia,Northeast,All Items,
1918,Mar,Philadelphia,Northeast,All Items,
1918,Apr,Philadelphia,Northeast,All Items,
1918,May,Philadelphia,Northeast,All Items,
1918,Jun,Philadelphia,Northeast,All Items,
1918,Jul,Philadelphia,Northeast,All Items,
1918,Aug,Philadelphia,Northeast,All Items,
1918,Sep,Philadelphia,Northeast,All Items,
1918,Oct,Philadelphia,Northeast,All Items,
1918,Nov,Philadelphia,Northeast,All Items,
1918,Dec,Philadelphia,Northeast,All Items,17.0
1919,Jan,Philadelphia,Northeast,All Items,
1919,Feb,Philadelphia,Northeast,All Items,
1919,Mar,Philadelphia,Northeast,All Items,
1919,Apr,Philadelphia,Northeast,All Items,
1919,May,Philadelphia,Northeast,All Items,
1919,Jun,Philadelphia,Northeast,All Items,17.5
1919,Jul,Philadelphia,Northeast,All Items,
1919,Aug,Philadelphia,Northeast,All Items,
1919,Sep,Philadelphia,Northeast,All Items,
1919,Oct,Philadelphia,Northeast,All Items,
1919,Nov,Philadelphia,Northeast,All Items,
1919,Dec,Philadelphia,Northeast,All Items,19.2
1920,Jan,Philadelphia,Northeast,All Items,
1920,Feb,Philadelphia,Northeast,All Items,
1920,Mar,Philadelphia,Northeast,All Items,
1920,Apr,Philadelphia,Northeast,All Items,
1920,May,Philadelphia,Northeast,All Items,
1920,Jun,Philadelphia,Northeast,All Items,21.3
1920,Jul,Philadelphia,Northeast,All Items,
1920,Aug,Philadelphia,Northeast,All Items,
1920,Sep,Philadelphia,Northeast,All Items,
1920,Oct,Philadelphia,Northeast,All Items,
1920,Nov,Philadelphia,Northeast,All Items,
1920,Dec,Philadelphia,Northeast,All Items,19.9
1921,Jan,Philadelphia,Northeast,All Items,
1921,Feb,Philadelphia,Northeast,All Items,
1921,Mar,Philadelphia,Northeast,All Items,
1921,Apr,Philadelphia,Northeast,All Items,
1921,May,Philadelphia,Northeast,All Items,18.1
1921,Jun,Philadelphia,Northeast,All Items,
1921,Jul,Philadelphia,Northeast,All Items,
1921,Aug,Philadelphia,Northeast,All Items,
1921,Sep,Philadelphia,Northeast,All Items,17.9
1921,Oct,Philadelphia,Northeast,All Items,
1921,Nov,Philadelphia,Northeast,All Items,
1921,Dec,Philadelphia,Northeast,All Items,17.7
1922,Jan,Philadelphia,Northeast,All Items,
1922,Feb,Philadelphia,Northeast,All Items,
1922,Mar,Philadelphia,Northeast,All Items,17.3
1922,Apr,Philadelphia,Northeast,All Items,
1922,May,Philadelphia,Northeast,All Items,
1922,Jun,Philadelphia,Northeast,All Items,17.3
1922,Jul,Philadelphia,Northeast,All Items,
1922,Aug,Philadelphia,Northeast,All Items,
1922,Sep,Philadelphia,Northeast,All Items,16.9
1922,Oct,Philadelphia,Northeast,All Items,
1922,Nov,Philadelphia,Northeast,All Items,
1922,Dec,Philadelphia,Northeast,All Items,17.3
1923,Jan,Philadelphia,Northeast,All Items,
1923,Feb,Philadelphia,Northeast,All Items,
1923,Mar,Philadelphia,Northeast,All Items,17.3
1923,Apr,Philadelphia,Northeast,All Items,
1923,May,Philadelphia,Northeast,All Items,
1923,Jun,Philadelphia,Northeast,All Items,17.6
1923,Jul,Philadelphia,Northeast,All Items,
1923,Aug,Philadelphia,Northeast,All Items,
1923,Sep,Philadelphia,Northeast,All Items,17.8
1923,Oct,Philadelphia,Northeast,All Items,
1923,Nov,Philadelphia,Northeast,All Items,
1923,Dec,Philadelphia,Northeast,All Items,17.8
1924,Jan,Philadelphia,Northeast,All Items,
1924,Feb,Philadelphia,Northeast,All Items,
1924,Mar,Philadelphia,Northeast,All Items,17.6
1924,Apr,Philadelphia,Northeast,All Items,
1924,May,Philadelphia,Northeast,All Items,
1924,Jun,Philadelphia,Northeast,All Items,17.7
1924,Jul,Philadelphia,Northeast,All Items,
1924,Aug,Philadelphia,Northeast,All Items,
1924,Sep,Philadelphia,Northeast,All Items,17.6
1924,Oct,Philadelphia,Northeast,All Items,
1924,Nov,Philadelphia,Northeast,All Items,
1924,Dec,Philadelphia,Northeast,All Items,18.0
1925,Jan,Philadelphia,Northeast,All Items,
1925,Feb,Philadelphia,Northeast,All Items,
1925,Mar,Philadelphia,Northeast,All Items,
1925,Apr,Philadelphia,Northeast,All Items,
1925,May,Philadelphia,Northeast,All Items,
1925,Jun,Philadelphia,Northeast,All Items,18.4
1925,Jul,Philadelphia,Northeast,All Items,
1925,Aug,Philadelphia,Northeast,All Items,
1925,Sep,Philadelphia,Northeast,All Items,
1925,Oct,Philadelphia,Northeast,All Items,
1925,Nov,Philadelphia,Northeast,All Items,
1925,Dec,Philadelphia,Northeast,All Items,18.9
1926,Jan,Philadelphia,Northeast,All Items,
1926,Feb,Philadelphia,Northeast,All Items,
1926,Mar,Philadelphia,Northeast,All Items,
1926,Apr,Philadelphia,Northeast,All Items,
1926,May,Philadelphia,Northeast,All Items,
1926,Jun,Philadelphia,Northeast,All Items,18.8
1926,Jul,Philadelphia,Northeast,All Items,
1926,Aug,Philadelphia,Northeast,All Items,
1926,Sep,Philadelphia,Northeast,All Items,
1926,Oct,Philadelphia,Northeast,All Items,
1926,Nov,Philadelphia,Northeast,All Items,
1926,Dec,Philadelphia,Northeast,All Items,18.7
1927,Jan,Philadelphia,Northeast,All Items,
1927,Feb,Philadelphia,Northeast,All Items,
1927,Mar,Philadelphia,Northeast,All Items,
1927,Apr,Philadelphia,Northeast,All Items,
1927,May,Philadelphia,Northeast,All Items,
1927,Jun,Philadelphia,Northeast,All Items,18.5
1927,Jul,Philadelphia,Northeast,All Items,
1927,Aug,Philadelphia,Northeast,All Items,
1927,Sep,Philadelphia,Northeast,All Items,
1927,Oct,Philadelphia,Northeast,All Items,
1927,Nov,Philadelphia,Northeast,All Items,
1927,Dec,Philadelphia,Northeast,All Items,18.3
1928,Jan,Philadelphia,Northeast,All Items,
1928,Feb,Philadelphia,Northeast,All Items,
1928,Mar,Philadelphia,Northeast,All Items,
1928,Apr,Philadelphia,Northeast,All Items,
1928,May,Philadelphia,Northeast,All Items,
1928,Jun,Philadelphia,Northeast,All Items,18.1
1928,Jul,Philadelphia,Northeast,All Items,
1928,Aug,Philadelphia,Northeast,All Items,
1928,Sep,Philadelphia,Northeast,All Items,
1928,Oct,Philadelphia,Northeast,All Items,
1928,Nov,Philadelphia,Northeast,All Items,
1928,Dec,Philadelphia,Northeast,All Items,17.8
1929,Jan,Philadelphia,Northeast,All Items,
1929,Feb,Philadelphia,Northeast,All Items,
1929,Mar,Philadelphia,Northeast,All Items,
1929,Apr,Philadelphia,Northeast,All Items,
1929,May,Philadelphia,Northeast,All Items,
1929,Jun,Philadelphia,Northeast,All Items,17.8
1929,Jul,Philadelphia,Northeast,All Items,
1929,Aug,Philadelphia,Northeast,All Items,
1929,Sep,Philadelphia,Northeast,All Items,
1929,Oct,Philadelphia,Northeast,All Items,
1929,Nov,Philadelphia,Northeast,All Items,
1929,Dec,Philadelphia,Northeast,All Items,17.9
1930,Jan,Philadelphia,Northeast,All Items,
1930,Feb,Philadelphia,Northeast,All Items,
1930,Mar,Philadelphia,Northeast,All Items,
1930,Apr,Philadelphia,Northeast,All Items,
1930,May,Philadelphia,Northeast,All Items,
1930,Jun,Philadelphia,Northeast,All Items,17.5
1930,Jul,Philadelphia,Northeast,All Items,
1930,Aug,Philadelphia,Northeast,All Items,
1930,Sep,Philadelphia,Northeast,All Items,
1930,Oct,Philadelphia,Northeast,All Items,
1930,Nov,Philadelphia,Northeast,All Items,
1930,Dec,Philadelphia,Northeast,All Items,16.8
1931,Jan,Philadelphia,Northeast,All Items,
1931,Feb,Philadelphia,Northeast,All Items,
1931,Mar,Philadelphia,Northeast,All Items,
1931,Apr,Philadelphia,Northeast,All Items,
1931,May,Philadelphia,Northeast,All Items,
1931,Jun,Philadelphia,Northeast,All Items,15.9
1931,Jul,Philadelphia,Northeast,All Items,
1931,Aug,Philadelphia,Northeast,All Items,
1931,Sep,Philadelphia,Northeast,All Items,
1931,Oct,Philadelphia,Northeast,All Items,
1931,Nov,Philadelphia,Northeast,All Items,
1931,Dec,Philadelphia,Northeast,All Items,15.3
1932,Jan,Philadelphia,Northeast,All Items,
1932,Feb,Philadelphia,Northeast,All Items,
1932,Mar,Philadelphia,Northeast,All Items,
1932,Apr,Philadelphia,Northeast,All Items,
1932,May,Philadelphia,Northeast,All Items,
1932,Jun,Philadelphia,Northeast,All Items,14.2
1932,Jul,Philadelphia,Northeast,All Items,
1932,Aug,Philadelphia,Northeast,All Items,
1932,Sep,Philadelphia,Northeast,All Items,
1932,Oct,Philadelphia,Northeast,All Items,
1932,Nov,Philadelphia,Northeast,All Items,
1932,Dec,Philadelphia,Northeast,All Items,13.5
1933,Jan,Philadelphia,Northeast,All Items,
1933,Feb,Philadelphia,Northeast,All Items,
1933,Mar,Philadelphia,Northeast,All Items,
1933,Apr,Philadelphia,Northeast,All Items,
1933,May,Philadelphia,Northeast,All Items,
1933,Jun,Philadelphia,Northeast,All Items,13.2
1933,Jul,Philadelphia,Northeast,All Items,
1933,Aug,Philadelphia,Northeast,All Items,
1933,Sep,Philadelphia,Northeast,All Items,
1933,Oct,Philadelphia,Northeast,All Items,
1933,Nov,Philadelphia,Northeast,All Items,
1933,Dec,Philadelphia,Northeast,All Items,13.8
1934,Jan,Philadelphia,Northeast,All Items,
1934,Feb,Philadelphia,Northeast,All Items,
1934,Mar,Philadelphia,Northeast,All Items,
1934,Apr,Philadelphia,Northeast,All Items,
1934,May,Philadelphia,Northeast,All Items,
1934,Jun,Philadelphia,Northeast,All Items,14.2
1934,Jul,Philadelphia,Northeast,All Items,
1934,Aug,Philadelphia,Northeast,All Items,
1934,Sep,Philadelphia,Northeast,All Items,
1934,Oct,Philadelphia,Northeast,All Items,
1934,Nov,Philadelphia,Northeast,All Items,14.1
1934,Dec,Philadelphia,Northeast,All Items,
1935,Jan,Philadelphia,Northeast,All Items,
1935,Feb,Philadelphia,Northeast,All Items,
1935,Mar,Philadelphia,Northeast,All Items,14.2
1935,Apr,Philadelphia,Northeast,All Items,
1935,May,Philadelphia,Northeast,All Items,
1935,Jun,Philadelphia,Northeast,All Items,
1935,Jul,Philadelphia,Northeast,All Items,14.2
1935,Aug,Philadelphia,Northeast,All Items,
1935,Sep,Philadelphia,Northeast,All Items,
1935,Oct,Philadelphia,Northeast,All Items,14.4
1935,Nov,Philadelphia,Northeast,All Items,
1935,Dec,Philadelphia,Northeast,All Items,
1936,Jan,Philadelphia,Northeast,All Items,14.5
1936,Feb,Philadelphia,Northeast,All Items,
1936,Mar,Philadelphia,Northeast,All Items,
1936,Apr,Philadelphia,Northeast,All Items,14.4
1936,May,Philadelphia,Northeast,All Items,
1936,Jun,Philadelphia,Northeast,All Items,
1936,Jul,Philadelphia,Northeast,All Items,14.5
1936,Aug,Philadelphia,Northeast,All Items,
1936,Sep,Philadelphia,Northeast,All Items,14.6
1936,Oct,Philadelphia,Northeast,All Items,
1936,Nov,Philadelphia,Northeast,All Items,
1936,Dec,Philadelphia,Northeast,All Items,14.6
1937,Jan,Philadelphia,Northeast,All Items,
1937,Feb,Philadelphia,Northeast,All Items,
1937,Mar,Philadelphia,Northeast,All Items,14.8
1937,Apr,Philadelphia,Northeast,All Items,
1937,May,Philadelphia,Northeast,All Items,
1937,Jun,Philadelphia,Northeast,All Items,14.9
1937,Jul,Philadelphia,Northeast,All Items,
1937,Aug,Philadelphia,Northeast,All Items,
1937,Sep,Philadelphia,Northeast,All Items,15.1
1937,Oct,Philadelphia,Northeast,All Items,
1937,Nov,Philadelphia,Northeast,All Items,
1937,Dec,Philadelphia,Northeast,All Items,14.7
1938,Jan,Philadelphia,Northeast,All Items,
1938,Feb,Philadelphia,Northeast,All Items,
1938,Mar,Philadelphia,Northeast,All Items,14.5
1938,Apr,Philadelphia,Northeast,All Items,
1938,May,Philadelphia,Northeast,All Items,
1938,Jun,Philadelphia,Northeast,All Items,14.6
1938,Jul,Philadelphia,Northeast,All Items,
1938,Aug,Philadelphia,Northeast,All Items,
1938,Sep,Philadelphia,Northeast,All Items,14.5
1938,Oct,Philadelphia,Northeast,All Items,
1938,Nov,Philadelphia,Northeast,All Items,
1938,Dec,Philadelphia,Northeast,All Items,14.4
1939,Jan,Philadelphia,Northeast,All Items,
1939,Feb,Philadelphia,Northeast,All Items,
1939,Mar,Philadelphia,Northeast,All Items,14.2
1939,Apr,Philadelphia,Northeast,All Items,
1939,May,Philadelphia,Northeast,All Items,
1939,Jun,Philadelphia,Northeast,All Items,14.2
1939,Jul,Philadelphia,Northeast,All Items,
1939,Aug,Philadelphia,Northeast,All Items,
1939,Sep,Philadelphia,Northeast,All Items,14.5
1939,Oct,Philadelphia,Northeast,All Items,
1939,Nov,Philadelphia,Northeast,All Items,
1939,Dec,Philadelphia,Northeast,All Items,14.3
1940,Jan,Philadelphia,Northeast,All Items,
1940,Feb,Philadelphia,Northeast,All Items,
1940,Mar,Philadelphia,Northeast,All Items,14.3
1940,Apr,Philadelphia,Northeast,All Items,
1940,May,Philadelphia,Northeast,All Items,
1940,Jun,Philadelphia,Northeast,All Items,14.4
1940,Jul,Philadelphia,Northeast,All Items,
1940,Aug,Philadelphia,Northeast,All Items,
1940,Sep,Philadelphia,Northeast,All Items,14.3
1940,Oct,Philadelphia,Northeast,All Items,14.3
1940,Nov,Philadelphia,Northeast,All Items,14.3
1940,Dec,Philadelphia,Northeast,All Items,14.4
1941,Jan,Philadelphia,Northeast,All Items,14.4
1941,Feb,Philadelphia,Northeast,All Items,14.4
1941,Mar,Philadelphia,Northeast,All Items,14.5
1941,Apr,Philadelphia,Northeast,All Items,14.6
1941,May,Philadelphia,Northeast,All Items,14.7
1941,Jun,Philadelphia,Northeast,All Items,15.0
1941,Jul,Philadelphia,Northeast,All Items,15.0
1941,Aug,Philadelphia,Northeast,All Items,15.2
1941,Sep,Philadelphia,Northeast,All Items,15.5
1941,Oct,Philadelphia,Northeast,All Items,15.7
1941,Nov,Philadelphia,Northeast,All Items,15.7
1941,Dec,Philadelphia,Northeast,All Items,15.8
1942,Jan,Philadelphia,Northeast,All Items,16.1
1942,Feb,Philadelphia,Northeast,All Items,16.1
1942,Mar,Philadelphia,Northeast,All Items,16.3
1942,Apr,Philadelphia,Northeast,All Items,16.5
1942,May,Philadelphia,Northeast,All Items,16.6
1942,Jun,Philadelphia,Northeast,All Items,16.7
1942,Jul,Philadelphia,Northeast,All Items,16.9
1942,Aug,Philadelphia,Northeast,All Items,16.9
1942,Sep,Philadelphia,Northeast,All Items,17.0
1942,Oct,Philadelphia,Northeast,All Items,17.1
1942,Nov,Philadelphia,Northeast,All Items,17.2
1942,Dec,Philadelphia,Northeast,All Items,17.4
1943,Jan,Philadelphia,Northeast,All Items,17.4
1943,Feb,Philadelphia,Northeast,All Items,17.4
1943,Mar,Philadelphia,Northeast,All Items,17.6
1943,Apr,Philadelphia,Northeast,All Items,18.0
1943,May,Philadelphia,Northeast,All Items,18.1
1943,Jun,Philadelphia,Northeast,All Items,18.0
1943,Jul,Philadelphia,Northeast,All Items,17.8
1943,Aug,Philadelphia,Northeast,All Items,17.8
1943,Sep,Philadelphia,Northeast,All Items,17.8
1943,Oct,Philadelphia,Northeast,All Items,17.9
1943,Nov,Philadelphia,Northeast,All Items,17.9
1943,Dec,Philadelphia,Northeast,All Items,17.9
1944,Jan,Philadelphia,Northeast,All Items,17.9
1944,Feb,Philadelphia,Northeast,All Items,17.9
1944,Mar,Philadelphia,Northeast,All Items,17.8
1944,Apr,Philadelphia,Northeast,All Items,17.9
1944,May,Philadelphia,Northeast,All Items,18.0
1944,Jun,Philadelphia,Northeast,All Items,18.1
1944,Jul,Philadelphia,Northeast,All Items,18.1
1944,Aug,Philadelphia,Northeast,All Items,18.2
1944,Sep,Philadelphia,Northeast,All Items,18.2
1944,Oct,Philadelphia,Northeast,All Items,18.1
1944,Nov,Philadelphia,Northeast,All Items,18.1
1944,Dec,Philadelphia,Northeast,All Items,18.2
1945,Jan,Philadelphia,Northeast,All Items,18.3
1945,Feb,Philadelphia,Northeast,All Items,18.4
1945,Mar,Philadelphia,Northeast,All Items,18.3
1945,Apr,Philadelphia,Northeast,All Items,18.3
1945,May,Philadelphia,Northeast,All Items,18.5
1945,Jun,Philadelphia,Northeast,All Items,18.6
1945,Jul,Philadelphia,Northeast,All Items,18.7
1945,Aug,Philadelphia,Northeast,All Items,18.7
1945,Sep,Philadelphia,Northeast,All Items,18.6
1945,Oct,Philadelphia,Northeast,All Items,18.6
1945,Nov,Philadelphia,Northeast,All Items,18.6
1945,Dec,Philadelphia,Northeast,All Items,18.7
1946,Jan,Philadelphia,Northeast,All Items,18.7
1946,Feb,Philadelphia,Northeast,All Items,18.7
1946,Mar,Philadelphia,Northeast,All Items,18.8
1946,Apr,Philadelphia,Northeast,All Items,18.9
1946,May,Philadelphia,Northeast,All Items,19.0
1946,Jun,Philadelphia,Northeast,All Items,19.2
1946,Jul,Philadelphia,Northeast,All Items,20.3
1946,Aug,Philadelphia,Northeast,All Items,20.9
1946,Sep,Philadelphia,Northeast,All Items,21.2
1946,Oct,Philadelphia,Northeast,All Items,21.5
1946,Nov,Philadelphia,Northeast,All Items,21.9
1946,Dec,Philadelphia,Northeast,All Items,22.2
1947,Jan,Philadelphia,Northeast,All Items,22.1
1947,Feb,Philadelphia,Northeast,All Items,22.0
1947,Mar,Philadelphia,Northeast,All Items,22.7
1947,Apr,Philadelphia,Northeast,All Items,22.5
1947,May,Philadelphia,Northeast,All Items,22.5
1947,Jun,Philadelphia,Northeast,All Items,22.8
1947,Jul,Philadelphia,Northeast,All Items,23.0
1947,Aug,Philadelphia,Northeast,All Items,23.2
1947,Sep,Philadelphia,Northeast,All Items,23.7
1947,Oct,Philadelphia,Northeast,All Items,23.6
1947,Nov,Philadelphia,Northeast,All Items,23.8
1947,Dec,Philadelphia,Northeast,All Items,24.2
1948,Jan,Philadelphia,Northeast,All Items,24.4
1948,Feb,Philadelphia,Northeast,All Items,24.2
1948,Mar,Philadelphia,Northeast,All Items,24.0
1948,Apr,Philadelphia,Northeast,All Items,24.6
1948,May,Philadelphia,Northeast,All Items,24.8
1948,Jun,Philadelphia,Northeast,All Items,25.0
1948,Jul,Philadelphia,Northeast,All Items,25.1
1948,Aug,Philadelphia,Northeast,All Items,25.4
1948,Sep,Philadelphia,Northeast,All Items,25.4
1948,Oct,Philadelphia,Northeast,All Items,25.3
1948,Nov,Philadelphia,Northeast,All Items,25.0
1948,Dec,Philadelphia,Northeast,All Items,24.8
1949,Jan,Philadelphia,Northeast,All Items,24.6
1949,Feb,Philadelphia,Northeast,All Items,24.5
1949,Mar,Philadelphia,Northeast,All Items,24.6
1949,Apr,Philadelphia,Northeast,All Items,24.6
1949,May,Philadelphia,Northeast,All Items,24.7
1949,Jun,Philadelphia,Northeast,All Items,24.6
1949,Jul,Philadelphia,Northeast,All Items,24.4
1949,Aug,Philadelphia,Northeast,All Items,24.5
1949,Sep,Philadelphia,Northeast,All Items,24.6
1949,Oct,Philadelphia,Northeast,All Items,24.6
1949,Nov,Philadelphia,Northeast,All Items,24.5
1949,Dec,Philadelphia,Northeast,All Items,24.3
1950,Jan,Philadelphia,Northeast,All Items,24.1
1950,Feb,Philadelphia,Northeast,All Items,24.1
1950,Mar,Philadelphia,Northeast,All Items,24.2
1950,Apr,Philadelphia,Northeast,All Items,24.2
1950,May,Philadelphia,Northeast,All Items,24.3
1950,Jun,Philadelphia,Northeast,All Items,24.5
1950,Jul,Philadelphia,Northeast,All Items,24.7
1950,Aug,Philadelphia,Northeast,All Items,24.9
1950,Sep,Philadelphia,Northeast,All Items,25.1
1950,Oct,Philadelphia,Northeast,All Items,25.2
1950,Nov,Philadelphia,Northeast,All Items,25.2
1950,Dec,Philadelphia,Northeast,All Items,25.8
1951,Jan,Philadelphia,Northeast,All Items,26.3
1951,Feb,Philadelphia,Northeast,All Items,26.9
1951,Mar,Philadelphia,Northeast,All Items,26.9
1951,Apr,Philadelphia,Northeast,All Items,27.0
1951,May,Philadelphia,Northeast,All Items,27.0
1951,Jun,Philadelphia,Northeast,All Items,26.9
1951,Jul,Philadelphia,Northeast,All Items,26.9
1951,Aug,Philadelphia,Northeast,All Items,26.9
1951,Sep,Philadelphia,Northeast,All Items,27.0
1951,Oct,Philadelphia,Northeast,All Items,27.1
1951,Nov,Philadelphia,Northeast,All Items,27.4
1951,Dec,Philadelphia,Northeast,All Items,27.4
1952,Jan,Philadelphia,Northeast,All Items,27.4
1952,Feb,Philadelphia,Northeast,All Items,27.1
1952,Mar,Philadelphia,Northeast,All Items,27.2
1952,Apr,Philadelphia,Northeast,All Items,27.3
1952,May,Philadelphia,Northeast,All Items,27.3
1952,Jun,Philadelphia,Northeast,All Items,27.4
1952,Jul,Philadelphia,Northeast,All Items,27.7
1952,Aug,Philadelphia,Northeast,All Items,27.7
1952,Sep,Philadelphia,Northeast,All Items,27.7
1952,Oct,Philadelphia,Northeast,All Items,27.7
1952,Nov,Philadelphia,Northeast,All Items,27.7
1952,Dec,Philadelphia,Northeast,All Items,27.7
1953,Jan,Philadelphia,Northeast,All Items,27.6
1953,Feb,Philadelphia,Northeast,All Items,27.4
1953,Mar,Philadelphia,Northeast,All Items,27.5
1953,Apr,Philadelphia,Northeast,All Items,27.4
1953,May,Philadelphia,Northeast,All Items,27.5
1953,Jun,Philadelphia,Northeast,All Items,27.7
1953,Jul,Philadelphia,Northeast,All Items,27.7
1953,Aug,Philadelphia,Northeast,All Items,27.7
1953,Sep,Philadelphia,Northeast,All Items,27.8
1953,Oct,Philadelphia,Northeast,All Items,27.8
1953,Nov,Philadelphia,Northeast,All Items,27.7
1953,Dec,Philadelphia,Northeast,All Items,27.7
1954,Jan,Philadelphia,Northeast,All Items,27.8
1954,Feb,Philadelphia,Northeast,All Items,27.8
1954,Mar,Philadelphia,Northeast,All Items,27.7
1954,Apr,Philadelphia,Northeast,All Items,27.8
1954,May,Philadelphia,Northeast,All Items,27.8
1954,Jun,Philadelphia,Northeast,All Items,28.0
1954,Jul,Philadelphia,Northeast,All Items,28.1
1954,Aug,Philadelphia,Northeast,All Items,28.0
1954,Sep,Philadelphia,Northeast,All Items,28.0
1954,Oct,Philadelphia,Northeast,All Items,28.0
1954,Nov,Philadelphia,Northeast,All Items,28.0
1954,Dec,Philadelphia,Northeast,All Items,27.9
1955,Jan,Philadelphia,Northeast,All Items,27.9
1955,Feb,Philadelphia,Northeast,All Items,27.9
1955,Mar,Philadelphia,Northeast,All Items,27.9
1955,Apr,Philadelphia,Northeast,All Items,27.9
1955,May,Philadelphia,Northeast,All Items,27.9
1955,Jun,Philadelphia,Northeast,All Items,27.9
1955,Jul,Philadelphia,Northeast,All Items,27.9
1955,Aug,Philadelphia,Northeast,All Items,27.9
1955,Sep,Philadelphia,Northeast,All Items,27.8
1955,Oct,Philadelphia,Northeast,All Items,27.8
1955,Nov,Philadelphia,Northeast,All Items,27.7
1955,Dec,Philadelphia,Northeast,All Items,27.7
1956,Jan,Philadelphia,Northeast,All Items,27.7
1956,Feb,Philadelphia,Northeast,All Items,27.7
1956,Mar,Philadelphia,Northeast,All Items,27.9
1956,Apr,Philadelphia,Northeast,All Items,28.0
1956,May,Philadelphia,Northeast,All Items,28.0
1956,Jun,Philadelphia,Northeast,All Items,28.2
1956,Jul,Philadelphia,Northeast,All Items,28.5
1956,Aug,Philadelphia,Northeast,All Items,28.5
1956,Sep,Philadelphia,Northeast,All Items,28.6
1956,Oct,Philadelphia,Northeast,All Items,28.6
1956,Nov,Philadelphia,Northeast,All Items,28.5
1956,Dec,Philadelphia,Northeast,All Items,28.6
1957,Jan,Philadelphia,Northeast,All Items,28.7
1957,Feb,Philadelphia,Northeast,All Items,28.9
1957,Mar,Philadelphia,Northeast,All Items,28.9
1957,Apr,Philadelphia,Northeast,All Items,28.9
1957,May,Philadelphia,Northeast,All Items,28.9
1957,Jun,Philadelphia,Northeast,All Items,29.0
1957,Jul,Philadelphia,Northeast,All Items,29.2
1957,Aug,Philadelphia,Northeast,All Items,29.4
1957,Sep,Philadelphia,Northeast,All Items,29.4
1957,Oct,Philadelphia,Northeast,All Items,29.4
1957,Nov,Philadelphia,Northeast,All Items,29.5
1957,Dec,Philadelphia,Northeast,All Items,29.5
1958,Jan,Philadelphia,Northeast,All Items,29.5
1958,Feb,Philadelphia,Northeast,All Items,29.5
1958,Mar,Philadelphia,Northeast,All Items,29.7
1958,Apr,Philadelphia,Northeast,All Items,29.7
1958,May,Philadelphia,Northeast,All Items,29.7
1958,Jun,Philadelphia,Northeast,All Items,29.7
1958,Jul,Philadelphia,Northeast,All Items,29.8
1958,Aug,Philadelphia,Northeast,All Items,29.8
1958,Sep,Philadelphia,Northeast,All Items,29.8
1958,Oct,Philadelphia,Northeast,All Items,29.8
1958,Nov,Philadelphia,Northeast,All Items,29.8
1958,Dec,Philadelphia,Northeast,All Items,29.8
1959,Jan,Philadelphia,Northeast,All Items,29.8
1959,Feb,Philadelphia,Northeast,All Items,29.8
1959,Mar,Philadelphia,Northeast,All Items,29.8
1959,Apr,Philadelphia,Northeast,All Items,29.8
1959,May,Philadelphia,Northeast,All Items,29.7
1959,Jun,Philadelphia,Northeast,All Items,29.9
1959,Jul,Philadelphia,Northeast,All Items,30.0
1959,Aug,Philadelphia,Northeast,All Items,30.0
1959,Sep,Philadelphia,Northeast,All Items,30.4
1959,Oct,Philadelphia,Northeast,All Items,30.4
1959,Nov,Philadelphia,Northeast,All Items,30.5
1959,Dec,Philadelphia,Northeast,All Items,30.5
1960,Jan,Philadelphia,Northeast,All Items,30.3
1960,Feb,Philadelphia,Northeast,All Items,30.3
1960,Mar,Philadelphia,Northeast,All Items,30.4
1960,Apr,Philadelphia,Northeast,All Items,30.5
1960,May,Philadelphia,Northeast,All Items,30.5
1960,Jun,Philadelphia,Northeast,All Items,30.5
1960,Jul,Philadelphia,Northeast,All Items,30.6
1960,Aug,Philadelphia,Northeast,All Items,30.6
1960,Sep,Philadelphia,Northeast,All Items,30.7
1960,Oct,Philadelphia,Northeast,All Items,30.8
1960,Nov,Philadelphia,Northeast,All Items,30.9
1960,Dec,Philadelphia,Northeast,All Items,30.9
1961,Jan,Philadelphia,Northeast,All Items,30.8
1961,Feb,Philadelphia,Northeast,All Items,30.9
1961,Mar,Philadelphia,Northeast,All Items,30.8
1961,Apr,Philadelphia,Northeast,All Items,30.9
