year,month,city,region,category,cpi
1934,Apr,New York,Northeast,All Items,
1934,May,New York,Northeast,All Items,
1934,Jun,New York,Northeast,All Items,14.3
1934,Jul,New York,Northeast,All Items,
1934,Aug,New York,Northeast,All Items,
1934,Sep,New York,Northeast,All Items,
1934,Oct,New York,Northeast,All Items,
1934,Nov,New York,Northeast,All Items,14.4
1934,Dec,New York,Northeast,All Items,
1935,Jan,New York,Northeast,All Items,
1935,Feb,New York,Northeast,All Items,
1935,Mar,New York,Northeast,All Items,14.4
1935,Apr,New York,Northeast,All Items,
1935,May,New York,Northeast,All Items,
1935,Jun,New York,Northeast,All Items,
1935,Jul,New York,Northeast,All Items,14.3
1935,Aug,New York,Northeast,All Items,
1935,Sep,New York,Northeast,All Items,
1935,Oct,New York,Northeast,All Items,14.4
1935,Nov,New York,Northeast,All Items,
1935,Dec,New York,Northeast,All Items,
1936,Jan,New York,Northeast,All Items,14.6
1936,Feb,New York,Northeast,All Items,
1936,Mar,New York,Northeast,All Items,
1936,Apr,New York,Northeast,All Items,14.4
1936,May,New York,Northeast,All Items,
1936,Jun,New York,Northeast,All Items,
1936,Jul,New York,Northeast,All Items,14.5
1936,Aug,New York,Northeast,All Items,
1936,Sep,New York,Northeast,All Items,14.7
1936,Oct,New York,Northeast,All Items,
1936,Nov,New York,Northeast,All Items,
1936,Dec,New York,Northeast,All Items,14.5
1937,Jan,New York,Northeast,All Items,
1937,Feb,New York,Northeast,All Items,
1937,Mar,New York,Northeast,All Items,14.8
1937,Apr,New York,Northeast,All Items,
1937,May,New York,Northeast,All Items,
1937,Jun,New York,Northeast,All Items,14.8
1937,Jul,New York,Northeast,All Items,
1937,Aug,New York,Northeast,All Items,
1937,Sep,New York,Northeast,All Items,15.2
1937,Oct,New York,Northeast,All Items,
1937,Nov,New York,Northeast,All Items,
1937,Dec,New York,Northeast,All Items,15.0
1938,Jan,New York,Northeast,All Items,
1938,Feb,New York,Northeast,All Items,
1938,Mar,New York,Northeast,All Items,14.5
1938,Apr,New York,Northeast,All Items,
1938,May,New York,Northeast,All Items,
1938,Jun,New York,Northeast,All Items,14.5
1938,Jul,New York,Northeast,All Items,
1938,Aug,New York,Northeast,All Items,
1938,Sep,New York,Northeast,All Items,14.6
1938,Oct,New York,Northeast,All Items,
1938,Nov,New York,Northeast,All Items,
1938,Dec,New York,Northeast,All Items,14.6
1939,Jan,New York,Northeast,All Items,
1939,Feb,New York,Northeast,All Items,
1939,Mar,New York,Northeast,All Items,14.5
1939,Apr,New York,Northeast,All Items,
1939,May,New York,Northeast,All Items,
1939,Jun,New York,Northeast,All Items,14.3
1939,Jul,New York,Northeast,All Items,
1939,Aug,New York,Northeast,All Items,
1939,Sep,New York,Northeast,All Items,14.8
1939,Oct,New York,Northeast,All Items,
1939,Nov,New York,Northeast,All Items,
1939,Dec,New York,Northeast,All Items,14.6
1940,Jan,New York,Northeast,All Items,
1940,Feb,New York,Northeast,All Items,
1940,Mar,New York,Northeast,All Items,14.7
1940,Apr,New York,Northeast,All Items,
1940,May,New York,Northeast,All Items,
1940,Jun,New York,Northeast,All Items,14.8
1940,Jul,New York,Northeast,All Items,
1940,Aug,New York,Northeast,All Items,
1940,Sep,New York,Northeast,All Items,14.7
1940,Oct,New York,Northeast,All Items,14.6
1940,Nov,New York,Northeast,All Items,14.7
1940,Dec,New York,Northeast,All Items,14.7
1941,Jan,New York,Northeast,All Items,14.7
1941,Feb,New York,Northeast,All Items,14.8
1941,Mar,New York,Northeast,All Items,14.8
1941,Apr,New York,Northeast,All Items,14.9
1941,May,New York,Northeast,All Items,15.0
1941,Jun,New York,Northeast,All Items,15.2
1941,Jul,New York,Northeast,All Items,15.3
1941,Aug,New York,Northeast,All Items,15.4
1941,Sep,New York,Northeast,All Items,15.6
1941,Oct,New York,Northeast,All Items,15.7
1941,Nov,New York,Northeast,All Items,15.8
1941,Dec,New York,Northeast,All Items,15.8
1942,Jan,New York,Northeast,All Items,16.1
1942,Feb,New York,Northeast,All Items,16.2
1942,Mar,New York,Northeast,All Items,16.3
1942,Apr,New York,Northeast,All Items,16.4
1942,May,New York,Northeast,All Items,16.5
1942,Jun,New York,Northeast,All Items,16.7
1942,Jul,New York,Northeast,All Items,16.8
1942,Aug,New York,Northeast,All Items,16.9
1942,Sep,New York,Northeast,All Items,16.9
1942,Oct,New York,Northeast,All Items,17.1
1942,Nov,New York,Northeast,All Items,17.3
1942,Dec,New York,Northeast,All Items,17.4
1943,Jan,New York,Northeast,All Items,17.5
1943,Feb,New York,Northeast,All Items,17.5
1943,Mar,New York,Northeast,All Items,17.8
1943,Apr,New York,Northeast,All Items,17.9
1943,May,New York,Northeast,All Items,18.1
1943,Jun,New York,Northeast,All Items,18.1
1943,Jul,New York,Northeast,All Items,18.1
1943,Aug,New York,Northeast,All Items,17.9
1943,Sep,New York,Northeast,All Items,18.1
1943,Oct,New York,Northeast,All Items,18.2
1943,Nov,New York,Northeast,All Items,18.2
1943,Dec,New York,Northeast,All Items,18.2
1944,Jan,New York,Northeast,All Items,18.2
1944,Feb,New York,Northeast,All Items,18.1
1944,Mar,New York,Northeast,All Items,18.2
1944,Apr,New York,Northeast,All Items,18.3
1944,May,New York,Northeast,All Items,18.4
1944,Jun,New York,Northeast,All Items,18.4
1944,Jul,New York,Northeast,All Items,18.5
1944,Aug,New York,Northeast,All Items,18.5
1944,Sep,New York,Northeast,All Items,18.5
1944,Oct,New York,Northeast,All Items,18.5
1944,Nov,New York,Northeast,All Items,18.6
1944,Dec,New York,Northeast,All Items,18.6
1945,Jan,New York,Northeast,All Items,18.6
1945,Feb,New York,Northeast,All Items,18.6
1945,Mar,New York,Northeast,All Items,18.5
1945,Apr,New York,Northeast,All Items,18.6
1945,May,New York,Northeast,All Items,18.7
1945,Jun,New York,Northeast,All Items,18.9
1945,Jul,New York,Northeast,All Items,19.1
1945,Aug,New York,Northeast,All Items,19.0
1945,Sep,New York,Northeast,All Items,18.9
1945,Oct,New York,Northeast,All Items,18.9
1945,Nov,New York,Northeast,All Items,19.0
1945,Dec,New York,Northeast,All Items,19.1
1946,Jan,New York,Northeast,All Items,19.2
1946,Feb,New York,Northeast,All Items,19.2
1946,Mar,New York,Northeast,All Items,19.3
1946,Apr,New York,Northeast,All Items,19.5
1946,May,New York,Northeast,All Items,19.6
1946,Jun,New York,Northeast,All Items,19.8
1946,Jul,New York,Northeast,All Items,21.0
1946,Aug,New York,Northeast,All Items,21.3
1946,Sep,New York,Northeast,All Items,21.8
1946,Oct,New York,Northeast,All Items,22.3
1946,Nov,New York,Northeast,All Items,22.5
1946,Dec,New York,Northeast,All Items,22.7
1947,Jan,New York,Northeast,All Items,22.6
1947,Feb,New York,Northeast,All Items,22.5
1947,Mar,New York,Northeast,All Items,23.0
1947,Apr,New York,Northeast,All Items,22.9
1947,May,New York,Northeast,All Items,22.7
1947,Jun,New York,Northeast,All Items,22.9
1947,Jul,New York,Northeast,All Items,23.0
1947,Aug,New York,Northeast,All Items,23.2
1947,Sep,New York,Northeast,All Items,23.6
1947,Oct,New York,Northeast,All Items,23.6
1947,Nov,New York,Northeast,All Items,23.9
1947,Dec,New York,Northeast,All Items,24.1
1948,Jan,New York,Northeast,All Items,24.4
1948,Feb,New York,Northeast,All Items,24.3
1948,Mar,New York,Northeast,All Items,24.0
1948,Apr,New York,Northeast,All Items,24.4
1948,May,New York,Northeast,All Items,24.5
1948,Jun,New York,Northeast,All Items,24.7
1948,Jul,New York,Northeast,All Items,25.2
1948,Aug,New York,Northeast,All Items,25.3
1948,Sep,New York,Northeast,All Items,25.3
1948,Oct,New York,Northeast,All Items,25.1
1948,Nov,New York,Northeast,All Items,25.0
1948,Dec,New York,Northeast,All Items,24.7
1949,Jan,New York,Northeast,All Items,24.7
1949,Feb,New York,Northeast,All Items,24.4
1949,Mar,New York,Northeast,All Items,24.5
1949,Apr,New York,Northeast,All Items,24.6
1949,May,New York,Northeast,All Items,24.5
1949,Jun,New York,Northeast,All Items,24.5
1949,Jul,New York,Northeast,All Items,24.5
1949,Aug,New York,Northeast,All Items,24.5
1949,Sep,New York,Northeast,All Items,24.6
1949,Oct,New York,Northeast,All Items,24.3
1949,Nov,New York,Northeast,All Items,24.3
1949,Dec,New York,Northeast,All Items,24.2
1950,Jan,New York,Northeast,All Items,24.0
1950,Feb,New York,Northeast,All Items,24.1
1950,Mar,New York,Northeast,All Items,24.1
1950,Apr,New York,Northeast,All Items,24.2
1950,May,New York,Northeast,All Items,24.2
1950,Jun,New York,Northeast,All Items,24.3
1950,Jul,New York,Northeast,All Items,24.7
1950,Aug,New York,Northeast,All Items,24.7
1950,Sep,New York,Northeast,All Items,25.0
1950,Oct,New York,Northeast,All Items,25.1
1950,Nov,New York,Northeast,All Items,25.3
1950,Dec,New York,Northeast,All Items,25.6
1951,Jan,New York,Northeast,All Items,25.9
1951,Feb,New York,Northeast,All Items,26.3
1951,Mar,New York,Northeast,All Items,26.3
1951,Apr,New York,Northeast,All Items,26.3
1951,May,New York,Northeast,All Items,26.5
1951,Jun,New York,Northeast,All Items,26.3
1951,Jul,New York,Northeast,All Items,26.4
1951,Aug,New York,Northeast,All Items,26.4
1951,Sep,New York,Northeast,All Items,26.6
1951,Oct,New York,Northeast,All Items,26.7
1951,Nov,New York,Northeast,All Items,26.8
1951,Dec,New York,Northeast,All Items,26.8
1952,Jan,New York,Northeast,All Items,26.8
1952,Feb,New York,Northeast,All Items,26.7
1952,Mar,New York,Northeast,All Items,26.6
1952,Apr,New York,Northeast,All Items,26.7
1952,May,New York,Northeast,All Items,26.7
1952,Jun,New York,Northeast,All Items,26.7
1952,Jul,New York,Northeast,All Items,27.1
1952,Aug,New York,Northeast,All Items,27.1
1952,Sep,New York,Northeast,All Items,27.1
1952,Oct,New York,Northeast,All Items,27.1
1952,Nov,New York,Northeast,All Items,27.2
1952,Dec,New York,Northeast,All Items,27.0
1953,Jan,New York,Northeast,All Items,26.9
1953,Feb,New York,Northeast,All Items,26.8
1953,Mar,New York,Northeast,All Items,26.8
1953,Apr,New York,Northeast,All Items,26.8
1953,May,New York,Northeast,All Items,26.8
1953,Jun,New York,Northeast,All Items,27.0
1953,Jul,New York,Northeast,All Items,27.1
1953,Aug,New York,Northeast,All Items,27.2
1953,Sep,New York,Northeast,All Items,27.3
1953,Oct,New York,Northeast,All Items,27.3
1953,Nov,New York,Northeast,All Items,27.2
1953,Dec,New York,Northeast,All Items,27.3
1954,Jan,New York,Northeast,All Items,27.3
1954,Feb,New York,Northeast,All Items,27.2
1954,Mar,New York,Northeast,All Items,27.1
1954,Apr,New York,Northeast,All Items,27.2
1954,May,New York,Northeast,All Items,27.2
1954,Jun,New York,Northeast,All Items,27.2
1954,Jul,New York,Northeast,All Items,27.3
1954,Aug,New York,Northeast,All Items,27.3
1954,Sep,New York,Northeast,All Items,27.2
1954,Oct,New York,Northeast,All Items,27.2
1954,Nov,New York,Northeast,All Items,27.2
1954,Dec,New York,Northeast,All Items,27.1
1955,Jan,New York,Northeast,All Items,27.1
1955,Feb,New York,Northeast,All Items,27.2
1955,Mar,New York,Northeast,All Items,27.1
1955,Apr,New York,Northeast,All Items,27.1
1955,May,New York,Northeast,All Items,27.0
1955,Jun,New York,Northeast,All Items,27.0
1955,Jul,New York,Northeast,All Items,27.0
1955,Aug,New York,Northeast,All Items,27.0
1955,Sep,New York,Northeast,All Items,27.2
1955,Oct,New York,Northeast,All Items,27.1
1955,Nov,New York,Northeast,All Items,27.2
1955,Dec,New York,Northeast,All Items,27.0
1956,Jan,New York,Northeast,All Items,27.1
1956,Feb,New York,Northeast,All Items,27.1
1956,Mar,New York,Northeast,All Items,27.1
1956,Apr,New York,Northeast,All Items,27.1
1956,May,New York,Northeast,All Items,27.3
1956,Jun,New York,Northeast,All Items,27.4
1956,Jul,New York,Northeast,All Items,27.6
1956,Aug,New York,Northeast,All Items,27.6
1956,Sep,New York,Northeast,All Items,27.8
1956,Oct,New York,Northeast,All Items,27.9
1956,Nov,New York,Northeast,All Items,27.9
1956,Dec,New York,Northeast,All Items,27.9
1957,Jan,New York,Northeast,All Items,27.9
1957,Feb,New York,Northeast,All Items,28.0
1957,Mar,New York,Northeast,All Items,28.0
1957,Apr,New York,Northeast,All Items,28.2
1957,May,New York,Northeast,All Items,28.3
1957,Jun,New York,Northeast,All Items,28.4
1957,Jul,New York,Northeast,All Items,28.6
1957,Aug,New York,Northeast,All Items,28.6
1957,Sep,New York,Northeast,All Items,28.5
1957,Oct,New York,Northeast,All Items,28.6
1957,Nov,New York,Northeast,All Items,28.6
1957,Dec,New York,Northeast,All Items,28.6
1958,Jan,New York,Northeast,All Items,29.0
1958,Feb,New York,Northeast,All Items,29.0
1958,Mar,New York,Northeast,All Items,29.2
1958,Apr,New York,Northeast,All Items,29.2
1958,May,New York,Northeast,All Items,29.2
1958,Jun,New York,Northeast,All Items,29.2
1958,Jul,New York,Northeast,All Items,29.2
1958,Aug,New York,Northeast,All Items,29.2
1958,Sep,New York,Northeast,All Items,29.3
1958,Oct,New York,Northeast,All Items,29.3
1958,Nov,New York,Northeast,All Items,29.4
1958,Dec,New York,Northeast,All Items,29.3
1959,Jan,New York,Northeast,All Items,29.4
1959,Feb,New York,Northeast,All Items,29.4
1959,Mar,New York,Northeast,All Items,29.4
1959,Apr,New York,Northeast,All Items,29.4
1959,May,New York,Northeast,All Items,29.4
1959,Jun,New York,Northeast,All Items,29.6
1959,Jul,New York,Northeast,All Items,29.8
1959,Aug,New York,Northeast,All Items,29.7
1959,Sep,New York,Northeast,All Items,29.8
1959,Oct,New York,Northeast,All Items,29.9
1959,Nov,New York,Northeast,All Items,30.0
1959,Dec,New York,Northeast,All Items,30.0
1960,Jan,New York,Northeast,All Items,30.0
1960,Feb,New York,Northeast,All Items,30.0
1960,Mar,New York,Northeast,All Items,30.0
1960,Apr,New York,Northeast,All Items,30.1
1960,May,New York,Northeast,All Items,30.1
1960,Jun,New York,Northeast,All Items,30.1
1960,Jul,New York,Northeast,All Items,30.1
1960,Aug,New York,Northeast,All Items,30.2
1960,Sep,New York,Northeast,All Items,30.3
1960,Oct,New York,Northeast,All Items,30.4
1960,Nov,New York,Northeast,All Items,30.5
1960,Dec,New York,Northeast,All Items,30.5
1961,Jan,New York,Northeast,All Items,30.4
1961,Feb,New York,Northeast,All Items,30.4
1961,Mar,New York,Northeast,All Items,30.4
1961,Apr,New York,Northeast,All Items,30.3
1961,May,New York,Northeast,All Items,30.3
1961,Jun,New York,Northeast,All Items,30.3
1961,Jul,New York,Northeast,All Items,30.5
1961,Aug,New York,Northeast,All Items,30.5
1961,Sep,New York,Northeast,All Items,30.6
1961,Oct,New York,Northeast,All Items,30.6
1961,Nov,New York,Northeast,All Items,30.6
1961,Dec,New York,Northeast,All Items,30.6
1962,Jan,New York,Northeast,All Items,30.7
1962,Feb,New York,Northeast,All Items,30.8
1962,Mar,New York,Northeast,All Items,30.8
1962,Apr,New York,Northeast,All Items,30.8
1962,May,New York,Northeast,All Items,30.7
1962,Jun,New York,Northeast,All Items,30.8
1962,Jul,New York,Northeast,All Items,30.9
1962,Aug,New York,Northeast,All Items,31.0
1962,Sep,New York,Northeast,All Items,31.2
1962,Oct,New York,Northeast,All Items,31.2
1962,Nov,New York,Northeast,All Items,31.1
1962,Dec,New York,Northeast,All Items,31.1
1963,Jan,New York,Northeast,All Items,31.2
1963,Feb,New York,Northeast,All Items,31.3
1963,Mar,New York,Northeast,All Items,31.3
1963,Apr,New York,Northeast,All Items,31.4
1963,May,New York,Northeast,All Items,31.3
1963,Jun,New York,Northeast,All Items,31.6
1963,Jul,New York,Northeast,All Items,31.8
1963,Aug,New York,Northeast,All Items,31.8
1963,Sep,New York,Northeast,All Items,31.8
1963,Oct,New York,Northeast,All Items,31.8
1963,Nov,New York,Northeast,All Items,31.9
1963,Dec,New York,Northeast,All Items,32.0
1964,Jan,New York,Northeast,All Items,31.9
1964,Feb,New York,Northeast,All Items,32.0
1964,Mar,New York,Northeast,All Items,32.0
1964,Apr,New York,Northeast,All Items,32.0
1964,May,New York,Northeast,All Items,32.0
1964,Jun,New York,Northeast,All Items,32.0
1964,Jul,New York,Northeast,All Items,32.1
1964,Aug,New York,Northeast,All Items,32.1
1964,Sep,New York,Northeast,All Items,32.2
1964,Oct,New York,Northeast,All Items,32.2
1964,Nov,New York,Northeast,All Items,32.3
1964,Dec,New York,Northeast,All Items,32.3
1965,Jan,New York,Northeast,All Items,32.2
1965,Feb,New York,Northeast,All Items,32.3
1965,Mar,New York,Northeast,All Items,32.3
1965,Apr,New York,Northeast,All Items,32.4
1965,May,New York,Northeast,All Items,32.5
1965,Jun,New York,Northeast,All Items,32.6
1965,Jul,New York,Northeast,All Items,32.7
1965,Aug,New York,Northeast,All Items,32.7
1965,Sep,New York,Northeast,All Items,32.8
1965,Oct,New York,Northeast,All Items,32.9
1965,Nov,New York,Northeast,All Items,32.9
1965,Dec,New York,Northeast,All Items,33.0
1966,Jan,New York,Northeast,All Items,33.0
1966,Feb,New York,Northeast,All Items,33.2
1966,Mar,New York,Northeast,All Items,33.4
1966,Apr,New York,Northeast,All Items,33.5
1966,May,New York,Northeast,All Items,33.5
1966,Jun,New York,Northeast,All Items,33.5
1966,Jul,New York,Northeast,All Items,33.8
1966,Aug,New York,Northeast,All Items,33.9
1966,Sep,New York,Northeast,All Items,34.1
1966,Oct,New York,Northeast,All Items,34.2
1966,Nov,New York,Northeast,All Items,34.2
1966,Dec,New York,Northeast,All Items,34.2
1967,Jan,New York,Northeast,All Items,34.1
1967,Feb,New York,Northeast,All Items,34.3
1967,Mar,New York,Northeast,All Items,34.3
1967,Apr,New York,Northeast,All Items,34.3
1967,May,New York,Northeast,All Items,34.4
1967,Jun,New York,Northeast,All Items,34.5
1967,Jul,New York,Northeast,All Items,34.6
1967,Aug,New York,Northeast,All Items,34.7
1967,Sep,New York,Northeast,All Items,34.8
1967,Oct,New York,Northeast,All Items,34.9
1967,Nov,New York,Northeast,All Items,35.0
1967,Dec,New York,Northeast,All Items,35.1
1968,Jan,New York,Northeast,All Items,35.1
1968,Feb,New York,Northeast,All Items,35.3
1968,Mar,New York,Northeast,All Items,35.5
1968,Apr,New York,Northeast,All Items,35.6
1968,May,New York,Northeast,All Items,35.7
1968,Jun,New York,Northeast,All Items,35.9
1968,Jul,New York,Northeast,All Items,36.1
1968,Aug,New York,Northeast,All Items,36.4
1968,Sep,New York,Northeast,All Items,36.6
1968,Oct,New York,Northeast,All Items,36.8
1968,Nov,New York,Northeast,All Items,36.9
1968,Dec,New York,Northeast,All Items,37.0
1969,Jan,New York,Northeast,All Items,37.2
1969,Feb,New York,Northeast,All Items,37.3
1969,Mar,New York,Northeast,All Items,37.7
1969,Apr,New York,Northeast,All Items,37.9
1969,May,New York,Northeast,All Items,38.0
1969,Jun,New York,Northeast,All Items,38.3
1969,Jul,New York,Northeast,All Items,38.4
1969,Aug,New York,Northeast,All Items,38.5
1969,Sep,New York,Northeast,All Items,38.8
1969,Oct,New York,Northeast,All Items,39.0
1969,Nov,New York,Northeast,All Items,39.1
1969,Dec,New York,Northeast,All Items,39.5
1970,Jan,New York,Northeast,All Items,39.8
1970,Feb,New York,Northeast,All Items,40.2
1970,Mar,New York,Northeast,All Items,40.4
1970,Apr,New York,Northeast,All Items,40.7
1970,May,New York,Northeast,All Items,40.9
1970,Jun,New York,Northeast,All Items,41.2
1970,Jul,New York,Northeast,All Items,41.3
1970,Aug,New York,Northeast,All Items,41.4
1970,Sep,New York,Northeast,All Items,41.7
1970,Oct,New York,Northeast,All Items,41.9
1970,Nov,New York,Northeast,All Items,42.0
1970,Dec,New York,Northeast,All Items,42.3
1971,Jan,New York,Northeast,All Items,42.4
1971,Feb,New York,Northeast,All Items,42.7
1971,Mar,New York,Northeast,All Items,43.0
1971,Apr,New York,Northeast,All Items,43.1
1971,May,New York,Northeast,All Items,43.3
1971,Jun,New York,Northeast,All Items,43.6
1971,Jul,New York,Northeast,All Items,43.9
1971,Aug,New York,Northeast,All Items,43.9
1971,Sep,New York,Northeast,All Items,44.0
1971,Oct,New York,Northeast,All Items,44.1
1971,Nov,New York,Northeast,All Items,44.1
1971,Dec,New York,Northeast,All Items,44.3
1972,Jan,New York,Northeast,All Items,44.5
1972,Feb,New York,Northeast,All Items,44.8
1972,Mar,New York,Northeast,All Items,45.0
1972,Apr,New York,Northeast,All Items,45.1
1972,May,New York,Northeast,All Items,45.2
1972,Jun,New York,Northeast,All Items,45.3
1972,Jul,New York,Northeast,All Items,45.5
1972,Aug,New York,Northeast,All Items,45.6
1972,Sep,New York,Northeast,All Items,46.0
1972,Oct,New York,Northeast,All Items,46.1
1972,Nov,New York,Northeast,All Items,46.1
1972,Dec,New York,Northeast,All Items,46.2
1973,Jan,New York,Northeast,All Items,46.3
1973,Feb,New York,Northeast,All Items,46.7
1973,Mar,New York,Northeast,All Items,47.2
1973,Apr,New York,Northeast,All Items,47.6
1973,May,New York,Northeast,All Items,47.8
1973,Jun,New York,Northeast,All Items,48.1
1973,Jul,New York,Northeast,All Items,48.2
1973,Aug,New York,Northeast,All Items,49.0
1973,Sep,New York,Northeast,All Items,49.2
1973,Oct,New York,Northeast,All Items,49.5
1973,Nov,New York,Northeast,All Items,50.0
1973,Dec,New York,Northeast,All Items,50.5
1974,Jan,New York,Northeast,All Items,50.8
1974,Feb,New York,Northeast,All Items,51.6
1974,Mar,New York,Northeast,All Items,52.2
1974,Apr,New York,Northeast,All Items,52.2
1974,May,New York,Northeast,All Items,52.8
1974,Jun,New York,Northeast,All Items,53.2
1974,Jul,New York,Northeast,All Items,53.4
1974,Aug,New York,Northeast,All Items,54.3
1974,Sep,New York,Northeast,All Items,54.9
1974,Oct,New York,Northeast,All Items,55.4
1974,Nov,New York,Northeast,All Items,55.7
1974,Dec,New York,Northeast,All Items,56.0
1975,Jan,New York,Northeast,All Items,56.0
1975,Feb,New York,Northeast,All Items,56.5
1975,Mar,New York,Northeast,All Items,56.5
1975,Apr,New York,Northeast,All Items,56.6
1975,May,New York,Northeast,All Items,56.8
1975,Jun,New York,Northeast,All Items,57.1
1975,Jul,New York,Northeast,All Items,57.6
1975,Aug,New York,Northeast,All Items,57.9
1975,Sep,New York,Northeast,All Items,58.6
1975,Oct,New York,Northeast,All Items,58.8
1975,Nov,New York,Northeast,All Items,59.3
1975,Dec,New York,Northeast,All Items,59.6
1976,Jan,New York,Northeast,All Items,59.7
1976,Feb,New York,Northeast,All Items,60.0
1976,Mar,New York,Northeast,All Items,60.2
1976,Apr,New York,Northeast,All Items,60.3
1976,May,New York,Northeast,All Items,60.5
1976,Jun,New York,Northeast,All Items,60.9
1976,Jul,New York,Northeast,All Items,61.1
1976,Aug,New York,Northeast,All Items,61.4
1976,Sep,New York,Northeast,All Items,61.8
1976,Oct,New York,Northeast,All Items,61.9
1976,Nov,New York,Northeast,All Items,61.9
1976,Dec,New York,Northeast,All Items,62.2
1977,Jan,New York,Northeast,All Items,62.4
1977,Feb,New York,Northeast,All Items,63.0
1977,Mar,New York,Northeast,All Items,63.3
1977,Apr,New York,Northeast,All Items,63.5
1977,May,New York,Northeast,All Items,63.9
1977,Jun,New York,Northeast,All Items,64.4
1977,Jul,New York,Northeast,All Items,64.5
1977,Aug,New York,Northeast,All Items,64.8
1977,Sep,New York,Northeast,All Items,64.8
1977,Oct,New York,Northeast,All Items,64.9
1977,Nov,New York,Northeast,All Items,65.2
1977,Dec,New York,Northeast,All Items,65.3
1978,Jan,New York,Northeast,All Items,65.7
1978,Feb,New York,Northeast,All Items,66.0
1978,Mar,New York,Northeast,All Items,66.5
1978,Apr,New York,Northeast,All Items,66.9
1978,May,New York,Northeast,All Items,67.3
1978,Jun,New York,Northeast,All Items,68.0
1978,Jul,New York,Northeast,All Items,68.1
1978,Aug,New York,Northeast,All Items,68.4
1978,Sep,New York,Northeast,All Items,68.8
1978,Oct,New York,Northeast,All Items,69.3
1978,Nov,New York,Northeast,All Items,69.5
1978,Dec,New York,Northeast,All Items,69.7
1979,Jan,New York,Northeast,All Items,70.2
1979,Feb,New York,Northeast,All Items,71.0
1979,Mar,New York,Northeast,All Items,71.4
1979,Apr,New York,Northeast,All Items,72.1
1979,May,New York,Northeast,All Items,72.8
1979,Jun,New York,Northeast,All Items,73.5
1979,Jul,New York,Northeast,All Items,74.0
1979,Aug,New York,Northeast,All Items,74.5
1979,Sep,New York,Northeast,All Items,75.4
1979,Oct,New York,Northeast,All Items,76.1
1979,Nov,New York,Northeast,All Items,76.6
1979,Dec,New York,Northeast,All Items,77.1
1980,Jan,New York,Northeast,All Items,78.2
1980,Feb,New York,Northeast,All Items,78.9
1980,Mar,New York,Northeast,All Items,80.0
1980,Apr,New York,Northeast,All Items,80.6
1980,May,New York,Northeast,All Items,81.1
1980,Jun,New York,Northeast,All Items,82.1
1980,Jul,New York,Northeast,All Items,82.6
1980,Aug,New York,Northeast,All Items,83.3
1980,Sep,New York,Northeast,All Items,83.6
1980,Oct,New York,Northeast,All Items,84.1
1980,Nov,New York,Northeast,All Items,84.6
1980,Dec,New York,Northeast,All Items,85.5
1981,Jan,New York,Northeast,All Items,86.3
1981,Feb,New York,Northeast,All Items,87.4
1981,Mar,New York,Northeast,All Items,87.8
1981,Apr,New York,Northeast,All Items,88.3
1981,May,New York,Northeast,All Items,88.8
1981,Jun,New York,Northeast,All Items,89.5
1981,Jul,New York,Northeast,All Items,90.8
1981,Aug,New York,Northeast,All Items,91.6
1981,Sep,New York,Northeast,All Items,93.0
1981,Oct,New York,Northeast,All Items,92.7
1981,Nov,New York,Northeast,All Items,92.6
1981,Dec,New York,Northeast,All Items,92.7
1982,Jan,New York,Northeast,All Items,92.9
1982,Feb,New York,Northeast,All Items,93.1
1982,Mar,New York,Northeast,All Items,92.5
1982,Apr,New York,Northeast,All Items,92.8
1982,May,New York,Northeast,All Items,93.7
1982,Jun,New York,Northeast,All Items,95.7
1982,Jul,New York,Northeast,All Items,95.9
1982,Aug,New York,Northeast,All Items,96.3
1982,Sep,New York,Northeast,All Items,97.1
1982,Oct,New York,Northeast,All Items,98.4
1982,Nov,New York,Northeast,All Items,98.1
1982,Dec,New York,Northeast,All Items,97.5
1983,Jan,New York,Northeast,All Items,97.8
1983,Feb,New York,Northeast,All Items,98.0
1983,Mar,New York,Northeast,All Items,98.1
1983,Apr,New York,Northeast,All Items,99.1
1983,May,New York,Northeast,All Items,99.4
1983,Jun,New York,Northeast,All Items,99.7
1983,Jul,New York,Northeast,All Items,100.0
1983,Aug,New York,Northeast,All Items,100.1
1983,Sep,New York,Northeast,All Items,101.0
1983,Oct,New York,Northeast,All Items,101.3
1983,Nov,New York,Northeast,All Items,101.7
1983,Dec,New York,Northeast,All Items,101.8
1984,Jan,New York,Northeast,All Items,102.8
1984,Feb,New York,Northeast,All Items,103.4
1984,Mar,New York,Northeast,All Items,103.7
1984,Apr,New York,Northeast,All Items,104.1
1984,May,New York,Northeast,All Items,104.1
1984,Jun,New York,Northeast,All Items,104.3
1984,Jul,New York,Northeast,All Items,104.8
1984,Aug,New York,Northeast,All Items,105.5
1984,Sep,New York,Northeast,All Items,106.2
1984,Oct,New York,Northeast,All Items,106.1
1984,Nov,New York,Northeast,All Items,106.5
1984,Dec,New York,Northeast,All Items,106.5
1985,Jan,New York,Northeast,All Items,106.7
1985,Feb,New York,Northeast,All Items,107.3
1985,Mar,New York,Northeast,All Items,107.5
1985,Apr,New York,Northeast,All Items,107.9
1985,May,New York,Northeast,All Items,108.1
1985,Jun,New York,Northeast,All Items,108.3
1985,Jul,New York,Northeast,All Items,108.4
1985,Aug,New York,Northeast,All Items,109.2
1985,Sep,New York,Northeast,All Items,109.6
1985,Oct,New York,Northeast,All Items,109.8
