year,month,category,cpi,region,period,estimatedcost,avg_wage,base_cpi,real_wage,state
2017,mar,Food at Home,244.742,Northeast,Pre-COVID,337.07,53960.0,248.7759166666667,54849.39,Massachusetts
2017,mar,Food at Home,244.742,Northeast,Pre-COVID,337.07,53960.0,248.7759166666667,54849.39,Rhode Island
2017,mar,Food at Home,244.742,Northeast,Pre-COVID,337.07,53960.0,248.7759166666667,54849.39,Connecticut
2017,mar,Food at Home,244.742,Northeast,Pre-COVID,337.07,53960.0,248.7759166666667,54849.39,New York
2017,mar,Food at Home,244.742,Northeast,Pre-COVID,337.07,53960.0,248.7759166666667,54849.39,New Jersey
2017,mar,Food at Home,244.742,Northeast,Pre-COVID,337.07,53960.0,248.7759166666667,54849.39,Pennsylvania
2018,mar,Food at Home,248.406,Northeast,Pre-COVID,342.11,55435.555555555555,248.7759166666667,55518.11,Maine
2018,mar,Food at Home,248.406,Northeast,Pre-COVID,342.11,55435.555555555555,248.7759166666667,55518.11,New Hampshire
2018,mar,Food at Home,248.406,Northeast,Pre-COVID,342.11,55435.555555555555,248.7759166666667,55518.11,Vermont
2018,mar,Food at Home,248.406,Northeast,Pre-COVID,342.11,55435.555555555555,248.7759166666667,55518.11,Massachusetts
2018,mar,Food at Home,248.406,Northeast,Pre-COVID,342.11,55435.555555555555,248.7759166666667,55518.11,Rhode Island
2018,mar,Food at Home,248.406,Northeast,Pre-COVID,342.11,55435.555555555555,248.7759166666667,55518.11,Connecticut
2018,mar,Food at Home,248.406,Northeast,Pre-COVID,342.11,55435.555555555555,248.7759166666667,55518.11,New York
2018,mar,Food at Home,248.406,Northeast,Pre-COVID,342.11,55435.555555555555,248.7759166666667,55518.11,New Jersey
2018,mar,Food at Home,248.406,Northeast,Pre-COVID,342.11,55435.555555555555,248.7759166666667,55518.11,Pennsylvania
2019,mar,Food at Home,251.944,Northeast,Pre-COVID,346.98,,248.7759166666667,,Maine
2019,mar,Food at Home,251.944,Northeast,Pre-COVID,346.98,,248.7759166666667,,New Hampshire
2019,mar,Food at Home,251.944,Northeast,Pre-COVID,346.98,,248.7759166666667,,Vermont
2019,mar,Food at Home,251.944,Northeast,Pre-COVID,346.98,,248.7759166666667,,Massachusetts
2019,mar,Food at Home,251.944,Northeast,Pre-COVID,346.98,,248.7759166666667,,Rhode Island
2019,mar,Food at Home,251.944,Northeast,Pre-COVID,346.98,,248.7759166666667,,Connecticut
2019,mar,Food at Home,251.944,Northeast,Pre-COVID,346.98,,248.7759166666667,,New York
2019,mar,Food at Home,251.944,Northeast,Pre-COVID,346.98,,248.7759166666667,,New Jersey
2019,mar,Food at Home,251.944,Northeast,Pre-COVID,346.98,,248.7759166666667,,Pennsylvania
2020,mar,Food at Home,253.922,Northeast,Post-COVID,349.71,60284.444444444445,248.7759166666667,59062.7,Maine
2020,mar,Food at Home,253.922,Northeast,Post-COVID,349.71,60284.444444444445,248.7759166666667,59062.7,New Hampshire
2020,mar,Food at Home,253.922,Northeast,Post-COVID,349.71,60284.444444444445,248.7759166666667,59062.7,Vermont
2020,mar,Food at Home,253.922,Northeast,Post-COVID,349.71,60284.444444444445,248.7759166666667,59062.7,Massachusetts
2020,mar,Food at Home,253.922,Northeast,Post-COVID,349.71,60284.444444444445,248.7759166666667,59062.7,Rhode Island
2020,mar,Food at Home,253.922,Northeast,Post-COVID,349.71,60284.444444444445,248.7759166666667,59062.7,Connecticut
2020,mar,Food at Home,253.922,Northeast,Post-COVID,349.71,60284.444444444445,248.7759166666667,59062.7,New York
2020,mar,Food at Home,253.922,Northeast,Post-COVID,349.71,60284.444444444445,248.7759166666667,59062.7,New Jersey
2020,mar,Food at Home,253.922,Northeast,Post-COVID,349.71,60284.444444444445,248.7759166666667,59062.7,Pennsylvania
2021,mar,Food at Home,260.243,Northeast,Post-COVID,358.41,62467.77777777778,248.7759166666667,59715.26,Maine
2021,mar,Food at Home,260.243,Northeast,Post-COVID,358.41,62467.77777777778,248.7759166666667,59715.26,New Hampshire
2021,mar,Food at Home,260.243,Northeast,Post-COVID,358.41,62467.77777777778,248.7759166666667,59715.26,Vermont
2021,mar,Food at Home,260.243,Northeast,Post-COVID,358.41,62467.77777777778,248.7759166666667,59715.26,Massachusetts
2021,mar,Food at Home,260.243,Northeast,Post-COVID,358.41,62467.77777777778,248.7759166666667,59715.26,Rhode Island
2021,mar,Food at Home,260.243,Northeast,Post-COVID,358.41,62467.77777777778,248.7759166666667,59715.26,Connecticut
2021,mar,Food at Home,260.243,Northeast,Post-COVID,358.41,62467.77777777778,248.7759166666667,59715.26,New York
2021,mar,Food at Home,260.243,Northeast,Post-COVID,358.41,62467.77777777778,248.7759166666667,59715.26,New Jersey
2021,mar,Food at Home,260.243,Northeast,Post-COVID,358.41,62467.77777777778,248.7759166666667,59715.26,Pennsylvania
2022,mar,Food at Home,282.73,Northeast,Post-COVID,389.38,65818.88888888889,248.7759166666667,57914.46,Maine
2022,mar,Food at Home,282.73,Northeast,Post-COVID,389.38,65818.88888888889,248.7759166666667,57914.46,New Hampshire
2022,mar,Food at Home,282.73,Northeast,Post-COVID,389.38,65818.88888888889,248.7759166666667,57914.46,Vermont
2022,mar,Food at Home,282.73,Northeast,Post-COVID,389.38,65818.88888888889,248.7759166666667,57914.46,Massachusetts
2022,mar,Food at Home,282.73,Northeast,Post-COVID,389.38,65818.88888888889,248.7759166666667,57914.46,Rhode Island
2022,mar,Food at Home,282.73,Northeast,Post-COVID,389.38,65818.88888888889,248.7759166666667,57914.46,Connecticut
2022,mar,Food at Home,282.73,Northeast,Post-COVID,389.38,65818.88888888889,248.7759166666667,57914.46,New York
2022,mar,Food at Home,282.73,Northeast,Post-COVID,389.38,65818.88888888889,248.7759166666667,57914.46,New Jersey
2022,mar,Food at Home,282.73,Northeast,Post-COVID,389.38,65818.88888888889,248.7759166666667,57914.46,Pennsylvania
2023,mar,Food at Home,306.434,Northeast,Post-COVID,422.03,69343.33333333333,248.7759166666667,56295.81,Maine
2023,mar,Food at Home,306.434,Northeast,Post-COVID,422.03,69343.33333333333,248.7759166666667,56295.81,New Hampshire
2023,mar,Food at Home,306.434,Northeast,Post-COVID,422.03,69343.33333333333,248.7759166666667,56295.81,Vermont
2023,mar,Food at Home,306.434,Northeast,Post-COVID,422.03,69343.33333333333,248.7759166666667,56295.81,Massachusetts
2023,mar,Food at Home,306.434,Northeast,Post-COVID,422.03,69343.33333333333,248.7759166666667,56295.81,Rhode Island
2023,mar,Food at Home,306.434,Northeast,Post-COVID,422.03,69343.33333333333,248.7759166666667,56295.81,Connecticut
2023,mar,Food at Home,306.434,Northeast,Post-COVID,422.03,69343.33333333333,248.7759166666667,56295.81,New York
2023,mar,Food at Home,306.434,Northeast,Post-COVID,422.03,69343.33333333333,248.7759166666667,56295.81,New Jersey
2023,mar,Food at Home,306.434,Northeast,Post-COVID,422.03,69343.33333333333,248.7759166666667,56295.81,Pennsylvania
2024,mar,Food at Home,307.985,Northeast,Post-COVID,424.17,71988.88888888889,248.7759166666667,58149.27,Maine
2024,mar,Food at Home,307.985,Northeast,Post-COVID,424.17,71988.88888888889,248.7759166666667,58149.27,New Hampshire
2024,mar,Food at Home,307.985,Northeast,Post-COVID,424.17,71988.88888888889,248.7759166666667,58149.27,Vermont
2024,mar,Food at Home,307.985,Northeast,Post-COVID,424.17,71988.88888888889,248.7759166666667,58149.27,Massachusetts
2024,mar,Food at Home,307.985,Northeast,Post-COVID,424.17,71988.88888888889,248.7759166666667,58149.27,Rhode Island
2024,mar,Food at Home,307.985,Northeast,Post-COVID,424.17,71988.88888888889,248.7759166666667,58149.27,Connecticut
2024,mar,Food at Home,307.985,Northeast,Post-COVID,424.17,71988.88888888889,248.7759166666667,58149.27,New York
2024,mar,Food at Home,307.985,Northeast,Post-COVID,424.17,71988.88888888889,248.7759166666667,58149.27,New Jersey
2024,mar,Food at Home,307.985,Northeast,Post-COVID,424.17,71988.88888888889,248.7759166666667,58149.27,Pennsylvania
2025,mar,Food at Home,314.865,Northeast,Post-COVID,433.64,75084.4050740352,248.7759166666667,59324.45,Maine
2025,mar,Food at Home,314.865,Northeast,Post-COVID,433.64,75084.4050740352,248.7759166666667,59324.45,New Hampshire
2025,mar,Food at Home,314.865,Northeast,Post-COVID,433.64,75084.4050740352,248.7759166666667,59324.45,Vermont
2025,mar,Food at Home,314.865,Northeast,Post-COVID,433.64,75084.4050740352,248.7759166666667,59324.45,Massachusetts
2025,mar,Food at Home,314.865,Northeast,Post-COVID,433.64,75084.4050740352,248.7759166666667,59324.45,Rhode Island
2025,mar,Food at Home,314.865,Northeast,Post-COVID,433.64,75084.4050740352,248.7759166666667,59324.45,Connecticut
2025,mar,Food at Home,314.865,Northeast,Post-COVID,433.64,75084.4050740352,248.7759166666667,59324.45,New York
2025,mar,Food at Home,314.865,Northeast,Post-COVID,433.64,75084.4050740352,248.7759166666667,59324.45,New Jersey
2025,mar,Food at Home,314.865,Northeast,Post-COVID,433.64,75084.4050740352,248.7759166666667,59324.45,Pennsylvania
2015,mar,Food Away From Home,257.287,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51814.53,Maine
2015,mar,Food Away From Home,257.287,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51814.53,New Hampshire
2015,mar,Food Away From Home,257.287,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51814.53,Vermont
2015,mar,Food Away From Home,257.287,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51814.53,Massachusetts
2015,mar,Food Away From Home,257.287,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51814.53,Rhode Island
2015,mar,Food Away From Home,257.287,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51814.53,Connecticut
2015,mar,Food Away From Home,257.287,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51814.53,New York
2015,mar,Food Away From Home,257.287,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51814.53,New Jersey
2015,mar,Food Away From Home,257.287,Northeast,Pre-COVID,266.83,51403.333333333336,259.34516666666667,51814.53,Pennsylvania
2016,mar,Food Away From Home,264.313,Northeast,Pre-COVID,274.12,52797.77777777778,259.34516666666667,51805.43,Maine
2016,mar,Food Away From Home,264.313,Northeast,Pre-COVID,274.12,52797.77777777778,259.34516666666667,51805.43,New Hampshire
2016,mar,Food Away From Home,264.313,Northeast,Pre-COVID,274.12,52797.77777777778,259.34516666666667,51805.43,Vermont
2016,mar,Food Away From Home,264.313,Northeast,Pre-COVID,274.12,52797.77777777778,259.34516666666667,51805.43,Massachusetts
2016,mar,Food Away From Home,264.313,Northeast,Pre-COVID,274.12,52797.77777777778,259.34516666666667,51805.43,Rhode Island
2016,mar,Food Away From Home,264.313,Northeast,Pre-COVID,274.12,52797.77777777778,259.34516666666667,51805.43,Connecticut
2016,mar,Food Away From Home,264.313,Northeast,Pre-COVID,274.12,52797.77777777778,259.34516666666667,51805.43,New York
2016,mar,Food Away From Home,264.313,Northeast,Pre-COVID,274.12,52797.77777777778,259.34516666666667,51805.43,New Jersey
2016,mar,Food Away From Home,264.313,Northeast,Pre-COVID,274.12,52797.77777777778,259.34516666666667,51805.43,Pennsylvania
2017,mar,Food Away From Home,270.806,Northeast,Pre-COVID,280.85,53960.0,259.34516666666667,51676.35,Maine
2017,mar,Food Away From Home,270.806,Northeast,Pre-COVID,280.85,53960.0,259.34516666666667,51676.35,New Hampshire
2017,mar,Food Away From Home,270.806,Northeast,Pre-COVID,280.85,53960.0,259.34516666666667,51676.35,Vermont
2017,mar,Food Away From Home,270.806,Northeast,Pre-COVID,280.85,53960.0,259.34516666666667,51676.35,Massachusetts
2017,mar,Food Away From Home,270.806,Northeast,Pre-COVID,280.85,53960.0,259.34516666666667,51676.35,Rhode Island
2017,mar,Food Away From Home,270.806,Northeast,Pre-COVID,280.85,53960.0,259.34516666666667,51676.35,Connecticut
2017,mar,Food Away From Home,270.806,Northeast,Pre-COVID,280.85,53960.0,259.34516666666667,51676.35,New York
2017,mar,Food Away From Home,270.806,Northeast,Pre-COVID,280.85,53960.0,259.34516666666667,51676.35,New Jersey
2017,mar,Food Away From Home,270.806,Northeast,Pre-COVID,280.85,53960.0,259.34516666666667,51676.35,Pennsylvania
2018,mar,Food Away From Home,276.763,Northeast,Pre-COVID,287.03,55435.555555555555,259.34516666666667,51946.77,Maine
2018,mar,Food Away From Home,276.763,Northeast,Pre-COVID,287.03,55435.555555555555,259.34516666666667,51946.77,New Hampshire
2018,mar,Food Away From Home,276.763,Northeast,Pre-COVID,287.03,55435.555555555555,259.34516666666667,51946.77,Vermont
2018,mar,Food Away From Home,276.763,Northeast,Pre-COVID,287.03,55435.555555555555,259.34516666666667,51946.77,Massachusetts
2018,mar,Food Away From Home,276.763,Northeast,Pre-COVID,287.03,55435.555555555555,259.34516666666667,51946.77,Rhode Island
2018,mar,Food Away From Home,276.763,Northeast,Pre-COVID,287.03,55435.555555555555,259.34516666666667,51946.77,Connecticut
2018,mar,Food Away From Home,276.763,Northeast,Pre-COVID,287.03,55435.555555555555,259.34516666666667,51946.77,New York
2018,mar,Food Away From Home,276.763,Northeast,Pre-COVID,287.03,55435.555555555555,259.34516666666667,51946.77,New Jersey
2018,mar,Food Away From Home,276.763,Northeast,Pre-COVID,287.03,55435.555555555555,259.34516666666667,51946.77,Pennsylvania
2019,mar,Food Away From Home,285.104,Northeast,Pre-COVID,295.68,,259.34516666666667,,Maine
2019,mar,Food Away From Home,285.104,Northeast,Pre-COVID,295.68,,259.34516666666667,,New Hampshire
2019,mar,Food Away From Home,285.104,Northeast,Pre-COVID,295.68,,259.34516666666667,,Vermont
2019,mar,Food Away From Home,285.104,Northeast,Pre-COVID,295.68,,259.34516666666667,,Massachusetts
2019,mar,Food Away From Home,285.104,Northeast,Pre-COVID,295.68,,259.34516666666667,,Rhode Island
2019,mar,Food Away From Home,285.104,Northeast,Pre-COVID,295.68,,259.34516666666667,,Connecticut
2019,mar,Food Away From Home,285.104,Northeast,Pre-COVID,295.68,,259.34516666666667,,New York
2019,mar,Food Away From Home,285.104,Northeast,Pre-COVID,295.68,,259.34516666666667,,New Jersey
2019,mar,Food Away From Home,285.104,Northeast,Pre-COVID,295.68,,259.34516666666667,,Pennsylvania
2020,mar,Food Away From Home,294.219,Northeast,Post-COVID,305.14,60284.444444444445,259.34516666666667,53138.92,Maine
2020,mar,Food Away From Home,294.219,Northeast,Post-COVID,305.14,60284.444444444445,259.34516666666667,53138.92,New Hampshire
2020,mar,Food Away From Home,294.219,Northeast,Post-COVID,305.14,60284.444444444445,259.34516666666667,53138.92,Vermont
2020,mar,Food Away From Home,294.219,Northeast,Post-COVID,305.14,60284.444444444445,259.34516666666667,53138.92,Massachusetts
2020,mar,Food Away From Home,294.219,Northeast,Post-COVID,305.14,60284.444444444445,259.34516666666667,53138.92,Rhode Island
2020,mar,Food Away From Home,294.219,Northeast,Post-COVID,305.14,60284.444444444445,259.34516666666667,53138.92,Connecticut
2020,mar,Food Away From Home,294.219,Northeast,Post-COVID,305.14,60284.444444444445,259.34516666666667,53138.92,New York
2020,mar,Food Away From Home,294.219,Northeast,Post-COVID,305.14,60284.444444444445,259.34516666666667,53138.92,New Jersey
2020,mar,Food Away From Home,294.219,Northeast,Post-COVID,305.14,60284.444444444445,259.34516666666667,53138.92,Pennsylvania
2021,mar,Food Away From Home,307.319,Northeast,Post-COVID,318.72,62467.77777777778,259.34516666666667,52716.29,Maine
2021,mar,Food Away From Home,307.319,Northeast,Post-COVID,318.72,62467.77777777778,259.34516666666667,52716.29,New Hampshire
2021,mar,Food Away From Home,307.319,Northeast,Post-COVID,318.72,62467.77777777778,259.34516666666667,52716.29,Vermont
2021,mar,Food Away From Home,307.319,Northeast,Post-COVID,318.72,62467.77777777778,259.34516666666667,52716.29,Massachusetts
2021,mar,Food Away From Home,307.319,Northeast,Post-COVID,318.72,62467.77777777778,259.34516666666667,52716.29,Rhode Island
2021,mar,Food Away From Home,307.319,Northeast,Post-COVID,318.72,62467.77777777778,259.34516666666667,52716.29,Connecticut
2021,mar,Food Away From Home,307.319,Northeast,Post-COVID,318.72,62467.77777777778,259.34516666666667,52716.29,New York
2021,mar,Food Away From Home,307.319,Northeast,Post-COVID,318.72,62467.77777777778,259.34516666666667,52716.29,New Jersey
2021,mar,Food Away From Home,307.319,Northeast,Post-COVID,318.72,62467.77777777778,259.34516666666667,52716.29,Pennsylvania
2022,mar,Food Away From Home,325.521,Northeast,Post-COVID,337.6,65818.88888888889,259.34516666666667,52438.43,Maine
2022,mar,Food Away From Home,325.521,Northeast,Post-COVID,337.6,65818.88888888889,259.34516666666667,52438.43,New Hampshire
2022,mar,Food Away From Home,325.521,Northeast,Post-COVID,337.6,65818.88888888889,259.34516666666667,52438.43,Vermont
2022,mar,Food Away From Home,325.521,Northeast,Post-COVID,337.6,65818.88888888889,259.34516666666667,52438.43,Massachusetts
2022,mar,Food Away From Home,325.521,Northeast,Post-COVID,337.6,65818.88888888889,259.34516666666667,52438.43,Rhode Island
2022,mar,Food Away From Home,325.521,Northeast,Post-COVID,337.6,65818.88888888889,259.34516666666667,52438.43,Connecticut
2022,mar,Food Away From Home,325.521,Northeast,Post-COVID,337.6,65818.88888888889,259.34516666666667,52438.43,New York
2022,mar,Food Away From Home,325.521,Northeast,Post-COVID,337.6,65818.88888888889,259.34516666666667,52438.43,New Jersey
2022,mar,Food Away From Home,325.521,Northeast,Post-COVID,337.6,65818.88888888889,259.34516666666667,52438.43,Pennsylvania
2023,mar,Food Away From Home,352.173,Northeast,Post-COVID,365.24,69343.33333333333,259.34516666666667,51065.41,Maine
2023,mar,Food Away From Home,352.173,Northeast,Post-COVID,365.24,69343.33333333333,259.34516666666667,51065.41,New Hampshire
2023,mar,Food Away From Home,352.173,Northeast,Post-COVID,365.24,69343.33333333333,259.34516666666667,51065.41,Vermont
2023,mar,Food Away From Home,352.173,Northeast,Post-COVID,365.24,69343.33333333333,259.34516666666667,51065.41,Massachusetts
2023,mar,Food Away From Home,352.173,Northeast,Post-COVID,365.24,69343.33333333333,259.34516666666667,51065.41,Rhode Island
2023,mar,Food Away From Home,352.173,Northeast,Post-COVID,365.24,69343.33333333333,259.34516666666667,51065.41,Connecticut
2023,mar,Food Away From Home,352.173,Northeast,Post-COVID,365.24,69343.33333333333,259.34516666666667,51065.41,New York
2023,mar,Food Away From Home,352.173,Northeast,Post-COVID,365.24,69343.33333333333,259.34516666666667,51065.41,New Jersey
2023,mar,Food Away From Home,352.173,Northeast,Post-COVID,365.24,69343.33333333333,259.34516666666667,51065.41,Pennsylvania
2024,mar,Food Away From Home,368.267,Northeast,Post-COVID,381.93,71988.88888888889,259.34516666666667,50696.83,Maine
2024,mar,Food Away From Home,368.267,Northeast,Post-COVID,381.93,71988.88888888889,259.34516666666667,50696.83,New Hampshire
2024,mar,Food Away From Home,368.267,Northeast,Post-COVID,381.93,71988.88888888889,259.34516666666667,50696.83,Vermont
2024,mar,Food Away From Home,368.267,Northeast,Post-COVID,381.93,71988.88888888889,259.34516666666667,50696.83,Massachusetts
2024,mar,Food Away From Home,368.267,Northeast,Post-COVID,381.93,71988.88888888889,259.34516666666667,50696.83,Rhode Island
2024,mar,Food Away From Home,368.267,Northeast,Post-COVID,381.93,71988.88888888889,259.34516666666667,50696.83,Connecticut
2024,mar,Food Away From Home,368.267,Northeast,Post-COVID,381.93,71988.88888888889,259.34516666666667,50696.83,New York
2024,mar,Food Away From Home,368.267,Northeast,Post-COVID,381.93,71988.88888888889,259.34516666666667,50696.83,New Jersey
2024,mar,Food Away From Home,368.267,Northeast,Post-COVID,381.93,71988.88888888889,259.34516666666667,50696.83,Pennsylvania
2025,mar,Food Away From Home,382.235,Northeast,Post-COVID,396.42,75084.4050740352,259.34516666666667,50944.52,Maine
2025,mar,Food Away From Home,382.235,Northeast,Post-COVID,396.42,75084.4050740352,259.34516666666667,50944.52,New Hampshire
2025,mar,Food Away From Home,382.235,Northeast,Post-COVID,396.42,75084.4050740352,259.34516666666667,50944.52,Vermont
2025,mar,Food Away From Home,382.235,Northeast,Post-COVID,396.42,75084.4050740352,259.34516666666667,50944.52,Massachusetts
2025,mar,Food Away From Home,382.235,Northeast,Post-COVID,396.42,75084.4050740352,259.34516666666667,50944.52,Rhode Island
2025,mar,Food Away From Home,382.235,Northeast,Post-COVID,396.42,75084.4050740352,259.34516666666667,50944.52,Connecticut
2025,mar,Food Away From Home,382.235,Northeast,Post-COVID,396.42,75084.4050740352,259.34516666666667,50944.52,New York
2025,mar,Food Away From Home,382.235,Northeast,Post-COVID,396.42,75084.4050740352,259.34516666666667,50944.52,New Jersey
2025,mar,Food Away From Home,382.235,Northeast,Post-COVID,396.42,75084.4050740352,259.34516666666667,50944.52,Pennsylvania
2015,mar,Energy,202.16,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,50118.95,Maine
2015,mar,Energy,202.16,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,50118.95,New Hampshire
2015,mar,Energy,202.16,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,50118.95,Vermont
2015,mar,Energy,202.16,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,50118.95,Massachusetts
2015,mar,Energy,202.16,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,50118.95,Rhode Island
2015,mar,Energy,202.16,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,50118.95,Connecticut
2015,mar,Energy,202.16,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,50118.95,New York
2015,mar,Energy,202.16,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,50118.95,New Jersey
2015,mar,Energy,202.16,Northeast,Pre-COVID,292.92,51403.333333333336,197.10875,50118.95,Pennsylvania
2016,mar,Energy,174.204,Northeast,Pre-COVID,252.41,52797.77777777778,197.10875,59739.75,Maine
2016,mar,Energy,174.204,Northeast,Pre-COVID,252.41,52797.77777777778,197.10875,59739.75,New Hampshire
2016,mar,Energy,174.204,Northeast,Pre-COVID,252.41,52797.77777777778,197.10875,59739.75,Vermont
2016,mar,Energy,174.204,Northeast,Pre-COVID,252.41,52797.77777777778,197.10875,59739.75,Massachusetts
2016,mar,Energy,174.204,Northeast,Pre-COVID,252.41,52797.77777777778,197.10875,59739.75,Rhode Island
2016,mar,Energy,174.204,Northeast,Pre-COVID,252.41,52797.77777777778,197.10875,59739.75,Connecticut
2016,mar,Energy,174.204,Northeast,Pre-COVID,252.41,52797.77777777778,197.10875,59739.75,New York
2016,mar,Energy,174.204,Northeast,Pre-COVID,252.41,52797.77777777778,197.10875,59739.75,New Jersey
2016,mar,Energy,174.204,Northeast,Pre-COVID,252.41,52797.77777777778,197.10875,59739.75,Pennsylvania
2017,mar,Energy,195.085,Northeast,Pre-COVID,282.67,53960.0,197.10875,54519.76,Maine
2017,mar,Energy,195.085,Northeast,Pre-COVID,282.67,53960.0,197.10875,54519.76,New Hampshire
2017,mar,Energy,195.085,Northeast,Pre-COVID,282.67,53960.0,197.10875,54519.76,Vermont
2017,mar,Energy,195.085,Northeast,Pre-COVID,282.67,53960.0,197.10875,54519.76,Massachusetts
2017,mar,Energy,195.085,Northeast,Pre-COVID,282.67,53960.0,197.10875,54519.76,Rhode Island
2017,mar,Energy,195.085,Northeast,Pre-COVID,282.67,53960.0,197.10875,54519.76,Connecticut
2017,mar,Energy,195.085,Northeast,Pre-COVID,282.67,53960.0,197.10875,54519.76,New York
2017,mar,Energy,195.085,Northeast,Pre-COVID,282.67,53960.0,197.10875,54519.76,New Jersey
2017,mar,Energy,195.085,Northeast,Pre-COVID,282.67,53960.0,197.10875,54519.76,Pennsylvania
2018,mar,Energy,213.671,Northeast,Pre-COVID,309.6,55435.555555555555,197.10875,51138.59,Maine
2018,mar,Energy,213.671,Northeast,Pre-COVID,309.6,55435.555555555555,197.10875,51138.59,New Hampshire
2018,mar,Energy,213.671,Northeast,Pre-COVID,309.6,55435.555555555555,197.10875,51138.59,Vermont
2018,mar,Energy,213.671,Northeast,Pre-COVID,309.6,55435.555555555555,197.10875,51138.59,Massachusetts
2018,mar,Energy,213.671,Northeast,Pre-COVID,309.6,55435.555555555555,197.10875,51138.59,Rhode Island
2018,mar,Energy,213.671,Northeast,Pre-COVID,309.6,55435.555555555555,197.10875,51138.59,Connecticut
2018,mar,Energy,213.671,Northeast,Pre-COVID,309.6,55435.555555555555,197.10875,51138.59,New York
2018,mar,Energy,213.671,Northeast,Pre-COVID,309.6,55435.555555555555,197.10875,51138.59,New Jersey
2018,mar,Energy,213.671,Northeast,Pre-COVID,309.6,55435.555555555555,197.10875,51138.59,Pennsylvania
2019,mar,Energy,211.657,Northeast,Pre-COVID,306.68,,197.10875,,Maine
2019,mar,Energy,211.657,Northeast,Pre-COVID,306.68,,197.10875,,New Hampshire
2019,mar,Energy,211.657,Northeast,Pre-COVID,306.68,,197.10875,,Vermont
2019,mar,Energy,211.657,Northeast,Pre-COVID,306.68,,197.10875,,Massachusetts
2019,mar,Energy,211.657,Northeast,Pre-COVID,306.68,,197.10875,,Rhode Island
2019,mar,Energy,211.657,Northeast,Pre-COVID,306.68,,197.10875,,Connecticut
2019,mar,Energy,211.657,Northeast,Pre-COVID,306.68,,197.10875,,New York
2019,mar,Energy,211.657,Northeast,Pre-COVID,306.68,,197.10875,,New Jersey
2019,mar,Energy,211.657,Northeast,Pre-COVID,306.68,,197.10875,,Pennsylvania
2020,mar,Energy,198.967,Northeast,Post-COVID,288.29,60284.444444444445,197.10875,59721.42,Maine
2020,mar,Energy,198.967,Northeast,Post-COVID,288.29,60284.444444444445,197.10875,59721.42,New Hampshire
2020,mar,Energy,198.967,Northeast,Post-COVID,288.29,60284.444444444445,197.10875,59721.42,Vermont
2020,mar,Energy,198.967,Northeast,Post-COVID,288.29,60284.444444444445,197.10875,59721.42,Massachusetts
2020,mar,Energy,198.967,Northeast,Post-COVID,288.29,60284.444444444445,197.10875,59721.42,Rhode Island
2020,mar,Energy,198.967,Northeast,Post-COVID,288.29,60284.444444444445,197.10875,59721.42,Connecticut
2020,mar,Energy,198.967,Northeast,Post-COVID,288.29,60284.444444444445,197.10875,59721.42,New York
2020,mar,Energy,198.967,Northeast,Post-COVID,288.29,60284.444444444445,197.10875,59721.42,New Jersey
2020,mar,Energy,198.967,Northeast,Post-COVID,288.29,60284.444444444445,197.10875,59721.42,Pennsylvania
2021,mar,Energy,218.736,Northeast,Post-COVID,316.93,62467.77777777778,197.10875,56291.35,Maine
2021,mar,Energy,218.736,Northeast,Post-COVID,316.93,62467.77777777778,197.10875,56291.35,New Hampshire
2021,mar,Energy,218.736,Northeast,Post-COVID,316.93,62467.77777777778,197.10875,56291.35,Vermont
2021,mar,Energy,218.736,Northeast,Post-COVID,316.93,62467.77777777778,197.10875,56291.35,Massachusetts
2021,mar,Energy,218.736,Northeast,Post-COVID,316.93,62467.77777777778,197.10875,56291.35,Rhode Island
2021,mar,Energy,218.736,Northeast,Post-COVID,316.93,62467.77777777778,197.10875,56291.35,Connecticut
2021,mar,Energy,218.736,Northeast,Post-COVID,316.93,62467.77777777778,197.10875,56291.35,New York
2021,mar,Energy,218.736,Northeast,Post-COVID,316.93,62467.77777777778,197.10875,56291.35,New Jersey
2021,mar,Energy,218.736,Northeast,Post-COVID,316.93,62467.77777777778,197.10875,56291.35,Pennsylvania
2022,mar,Energy,293.911,Northeast,Post-COVID,425.86,65818.88888888889,197.10875,44140.84,Maine
2022,mar,Energy,293.911,Northeast,Post-COVID,425.86,65818.88888888889,197.10875,44140.84,New Hampshire
2022,mar,Energy,293.911,Northeast,Post-COVID,425.86,65818.88888888889,197.10875,44140.84,Vermont
